,id,full_name,birthdate,gender,faction,faction_start,faction_end,profession,district_number,district_name,mandate,potential_handle
204,11004298,Mark Helfrich,1978-09-08,männlich,CDU/CSU,2021-10-26,2025-03-25,Betriebswirt,3,Steinburg - Dithmarschen Süd,Direktwahl,
36,11003542,Markus Grübel,1959-10-15,männlich,CDU/CSU,2021-10-26,2025-03-25,Notar,261,Esslingen,Direktwahl,
214,11004331,Markus Koob,1977-12-05,männlich,CDU/CSU,2021-10-26,2025-03-25,,176,Hochtaunus,Direktwahl,
278,11004645,Markus Uhl,1979-10-31,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Kaufmann,299,Homburg,Landesliste,
513,11005052,Martina Englhardt-Kopf,1981-06-08,weiblich,CDU/CSU,2021-10-26,2025-03-25,Studiendirektorin a. D.,234,Schwandorf,Direktwahl,
200,11004292,Matthias Hauer,1977-12-18,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,120,Essen III,Direktwahl,matthiashauer.bsky.social
13,11002812,Max Straubinger,1954-08-12,männlich,CDU/CSU,2021-10-26,2025-03-25,Landwirtschaftsmeister,230,Rottal-Inn,Direktwahl,
618,11005159,Maximilian Mörseburg,1992-03-22,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,259,Stuttgart II,Direktwahl,
118,11004052,Mechthild Heil,1961-08-23,weiblich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Ing. Architektin,198,Ahrweiler,Direktwahl,
718,11005261,Mechthilde Wittmann,1967-12-12,weiblich,CDU/CSU,2021-10-26,2025-03-25,Juristin,256,Oberallgäu,Direktwahl,
290,11004670,Melanie Bernstein,1976-09-28,weiblich,CDU/CSU,2023-02-06,2025-03-25,Kulturwissenschaftlerin,6,Plön - Neumünster,Landesliste,
680,11005222,Melis Sekmen,1993-09-26,weiblich,CDU/CSU,2024-07-09,2025-03-25,Studentin,275,Mannheim,Landesliste,
66,11003742,Michael Brand,1973-11-19,männlich,CDU/CSU,2021-10-26,2025-03-25,"Angestellter, Pressesprecher",174,Fulda,Direktwahl,molcher.bsky.social
493,11005032,Michael Breilmann,1983-10-10,männlich,CDU/CSU,2021-10-26,2025-03-25,Volljurist,121,Recklinghausen I,Landesliste,
182,11004262,Michael Donth,1967-06-08,männlich,CDU/CSU,2021-10-26,2025-03-25,Bürgermeister a. D.,289,Reutlingen,Direktwahl,
111,11004034,Michael Frieser,1964-03-30,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,245,Nürnberg-Süd,Direktwahl,
35,11003541,Michael Grosse-Brömer,1960-10-12,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt und Notar a. D.,36,Harburg,Landesliste,
356,11004779,Michael Kießling,1973-05-29,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Bauingenieur (FH),224,Starnberg - Landsberg am Lech,Direktwahl,
630,11005171,Moritz Oppelt,1989-02-04,männlich,CDU/CSU,2021-10-26,2025-03-25,Jurist,277,Rhein-Neckar,Direktwahl,
146,11004116,Nadine Müller,1983-06-05,weiblich,CDU/CSU,2021-10-26,2025-03-25,Diplom-Juristin,,,Landesliste,recruitainer.bsky.social
723,11005266,Nicolas Zippelius,1987-08-01,männlich,CDU/CSU,2021-10-26,2025-03-25,MdB,272,Karlsruhe-Land,Direktwahl,zippelius.bsky.social
264,11004437,Nina Warken,1979-05-15,weiblich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwältin,276,Odenwald - Tauber,Direktwahl,
281,11004655,Norbert Maria Altenkamp,1972-07-27,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Volkswirt,181,Main-Taunus,Direktwahl,
37,11003544,Olav Gutting,1970-10-14,männlich,CDU/CSU,2021-10-26,2025-03-25,"Rechtsanwalt, Fachanwalt für Erbrecht",278,Bruchsal - Schwetzingen,Direktwahl,
193,11004283,Oliver Grundmann,1971-08-21,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,30,Stade I - Rotenburg II,Direktwahl,
44,11003582,Patricia Lips,1963-12-21,weiblich,CDU/CSU,2021-10-26,2025-03-25,Handelsfachwirtin,187,Odenwald,Landesliste,
155,11004146,Patrick Schnieder,1968-05-01,männlich,CDU/CSU,2021-10-26,2025-03-25,Bürgermeister a. D.,202,Bitburg,Direktwahl,
80,11003799,Paul Lehrieder,1959-11-20,männlich,CDU/CSU,2021-10-26,2025-03-25,"Rechtsanwalt, Altbürgermeister",251,Würzburg,Direktwahl,
449,11004938,Paul Ziemiak,1985-09-06,männlich,CDU/CSU,2021-10-26,2025-03-25,Generalsekretär der CDU NRW,150,Märkischer Kreis II,Direktwahl,
100,11004004,Peter Aumer,1976-04-17,männlich,CDU/CSU,2021-10-26,2025-03-25,,233,Regensburg,Direktwahl,
102,11004010,Peter Beyer,1970-12-25,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,105,Mettmann II,Direktwahl,
388,11004841,Petra Nicolaisen,1965-12-12,weiblich,CDU/CSU,2021-10-26,2025-03-25,Industriekauffrau,1,Flensburg - Schleswig,Landesliste,
282,11004656,Philipp Amthor,1992-11-10,männlich,CDU/CSU,2021-10-26,2025-03-25,Jurist,16,Mecklenburgische Seenplatte I - Vorpommern-Greifswald II,Landesliste,
41,11003574,Prof. Dr. Günter Krings,1969-08-07,männlich,CDU/CSU,2021-10-26,2025-03-25,Jurist,109,Mönchengladbach,Direktwahl,
30,11003510,Prof. Dr. Helge Braun,1972-10-18,männlich,CDU/CSU,2021-10-26,2025-03-25,Arzt,173,Gießen,Landesliste,
71,11003761,Prof. Monika Grütters,1962-01-09,weiblich,CDU/CSU,2021-10-26,2025-03-25,Literatur- und Kunsthistorikerin,77,Berlin-Reinickendorf,Direktwahl,
107,11004021,Ralph Brinkhaus,1968-06-15,männlich,CDU/CSU,2021-10-26,2025-03-25,Steuerberater,131,Gütersloh I,Direktwahl,
509,11005048,Ralph Edelhäußer,1973-03-22,männlich,CDU/CSU,2021-10-26,2025-03-25,"Bankkaufmann, Dipl.-Betriebswirt (FH)",246,Roth,Direktwahl,
127,11004068,Roderich Kiesewetter,1963-09-11,männlich,CDU/CSU,2021-10-26,2025-03-25,Oberst a. D. / Diplom-Kaufmann (univ.),270,Aalen - Heidenheim,Direktwahl,rodki.bsky.social
275,11004617,Ronja Schmitt,1989-05-03,weiblich,CDU/CSU,2021-10-26,2025-03-25,Volkswirtin,291,Ulm,Direktwahl,
166,11004187,Sabine Weiss,1958-05-26,weiblich,CDU/CSU,2021-10-26,2025-03-25,"Rechtsanwältin, Bürgermeisterin a. D., Parl. Staatssekretärin",113,Wesel I,Landesliste,wruv.bsky.social
299,11004682,Sebastian Brehm,1971-10-18,männlich,CDU/CSU,2021-10-26,2025-03-25,Steuerberater,244,Nürnberg-Nord,Direktwahl,
383,11004832,Sepp Müller,1989-01-22,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Bankbetriebswirt Frankfurt School of Finance and Management,70,Dessau - Wittenberg,Direktwahl,
533,11005072,Serap Güler,1980-07-07,weiblich,CDU/CSU,2021-10-26,2025-03-25,Beamtin,101,Leverkusen - Köln IV,Landesliste,serapgueler.bsky.social
298,11004681,Silvia Breher,1973-07-23,weiblich,CDU/CSU,2021-10-26,2025-03-25,Volljuristin,32,Cloppenburg - Vechta,Direktwahl,
491,11005030,Simone Borchardt,1967-09-11,weiblich,CDU/CSU,2021-10-26,2025-03-25,Gesundheitsökonomin,13,Ludwigslust-Parchim II–Nordwestmecklenbg II–Landkr. RostockI,Landesliste,
406,11004867,Stefan Rouenhoff,1978-12-23,männlich,CDU/CSU,2021-10-26,2025-03-25,,112,Kleve,Direktwahl,
103,11004011,Steffen Bilger,1979-02-16,männlich,CDU/CSU,2021-10-26,2025-03-25,Volljurist,265,Ludwigsburg,Direktwahl,
172,11004241,Stephan Albani,1968-06-03,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Physiker,27,Oldenburg - Ammerland,Landesliste,
48,11003589,Stephan Mayer,1973-12-15,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,212,Altötting,Direktwahl,
160,11004169,Stephan Stracke,1974-04-01,männlich,CDU/CSU,2021-10-26,2025-03-25,Volljurist,257,Ostallgäu,Direktwahl,
546,11005085,Susanne Hierl,1973-09-29,weiblich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwältin,232,Amberg,Direktwahl,
65,11003734,Thomas Bareiß,1975-02-15,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Betriebswirt,295,Zollernalb - Sigmaringen,Direktwahl,
317,11004709,Thomas Erndl,1974-07-22,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Ing. (FH) Elektrotechnik / Mikroelektronik,227,Deggendorf,Direktwahl,
335,11004741,Thomas Heilmann,1964-07-16,männlich,CDU/CSU,2021-10-26,2025-03-25,Jurist,79,Berlin-Steglitz-Zehlendorf,Direktwahl,
122,11004061,Thomas Jarzombek,1973-04-28,männlich,CDU/CSU,2021-10-26,2025-03-25,IT-Berater,106,Düsseldorf I,Direktwahl,
11,11002754,Thomas Rachel,1962-05-17,männlich,CDU/CSU,2021-10-26,2025-03-25,Politikwissenschaftler,90,Düren,Direktwahl,math-rachel.bsky.social
651,11005193,Thomas Röwekamp,1966-09-18,männlich,CDU/CSU,2021-10-26,2025-03-25,"Rechtsanwalt, Notar",54,Bremen I,Landesliste,
53,11003636,Thomas Silberhorn,1968-11-12,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,236,Bamberg,Direktwahl,
190,11004276,Thorsten Frei,1973-08-08,männlich,CDU/CSU,2021-10-26,2025-03-25,"Jurist, Oberbürgermeister a. D.",286,Schwarzwald-Baar,Direktwahl,judithhopkins132.bsky.social
578,11005118,Tilman Kuban,1987-05-26,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,47,Hannover-Land II,Landesliste,
251,11004409,Tino Sorge,1975-03-04,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,69,Magdeburg,Landesliste,tinosorge.bsky.social
715,11005258,Tobias Winkler,1978-01-16,männlich,CDU/CSU,2021-10-26,2025-03-25,Abgeordneter,243,Fürth,Direktwahl,tobiderw.bsky.social
133,11004087,Ulrich Lange,1969-06-06,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,254,Donau-Ries,Direktwahl,
192,11004280,Ursula Groden-Kranich,1965-05-24,weiblich,CDU/CSU,2025-02-07,2025-03-25,Bankkauffrau,205,Mainz,Landesliste,
189,11004271,Uwe Feiler,1965-11-02,männlich,CDU/CSU,2021-10-26,2025-03-25,Finanzwirt,58,Oberhavel - Havelland II,Landesliste,
605,11005146,Volker Mayer-Lay,1981-06-22,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,293,Bodensee,Direktwahl,
129,11004071,Volkmar Klein,1960-01-13,männlich,CDU/CSU,2021-10-26,2025-03-25,Diplom-Volkswirt,148,Siegen-Wittgenstein,Direktwahl,
226,11004365,Wilfried Oellers,1975-09-16,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,89,Heinsberg,Direktwahl,
220,11004346,Yvonne Magwas,1979-11-28,weiblich,CDU/CSU,2021-10-26,2025-03-25,"Vizepräsidentin DBT, Dipl.-Soziologin",166,Vogtlandkreis,Direktwahl,
380,11004828,Alexander Müller,1969-07-17,männlich,FDP,2021-10-26,2025-03-25,"Dipl.-Informatiker, Berufspilot, Oberstleutnant d. R.",178,Rheingau-Taunus - Limburg,Landesliste,alexandermueller.bsky.social
609,11005150,Anikó Merten,1982-03-25,weiblich,FDP,2021-10-26,2025-03-25,Kunstwissenschaftlerin,50,Braunschweig,Landesliste,anikoglogomerten.bsky.social
673,11005216,Anja Schulz,1985-10-28,weiblich,FDP,2021-10-26,2025-03-25,Finanzberaterin,44,Celle - Uelzen,Landesliste,
429,11004908,Benjamin Strasser,1987-02-09,männlich,FDP,2021-10-26,2025-03-25,Rechtsanwalt,294,Ravensburg,Landesliste,
403,11004864,Bernd Reuther,1971-05-01,männlich,FDP,2021-10-26,2025-03-25,"Dipl.-Sozialwissenschaftler, Angestellter",113,Wesel I,Landesliste,
425,11004902,Bettina Stark-Watzinger,1968-05-12,weiblich,FDP,2021-10-26,2025-03-25,Dipl.-Volkswirtin,181,Main-Taunus,Landesliste,
109,11004029,Bijan Djir-Sarai,1976-06-06,männlich,FDP,2021-10-26,2025-03-25,Diplom-Kaufmann,108,Neuss I,Landesliste,djirsarai.bsky.social
364,11004789,Carina Konrad,1982-09-19,weiblich,FDP,2021-10-26,2025-03-25,Landwirtin,200,Mosel/Rhein-Hunsrück,Landesliste,carinakonrad.bsky.social
310,11004697,Carl-Julius Cronenberg,1962-07-30,männlich,FDP,2021-10-26,2025-03-25,Unternehmer,147,Hochsauerlandkreis,Landesliste,
736,11005308,Christian Bartelt,1976-09-16,männlich,FDP,2023-09-04,2025-03-25,Zahnarzt,16,Mecklenburgische Seenplatte I - Vorpommern-Greifswald II,Landesliste,
315,11004705,Christian Dürr,1977-04-18,männlich,FDP,2021-10-26,2025-03-25,Dipl.-Ökonom,28,Delmenhorst - Wesermarsch - Oldenburg-Land,Landesliste,christianduerr.bsky.social
136,11004097,Christian Lindner,1979-01-07,männlich,FDP,2021-10-26,2025-03-25,Politikwissenschaftler,100,Rheinisch-Bergischer Kreis,Landesliste,handle.invalid
407,11004871,Christian Sauter,1980-02-11,männlich,FDP,2021-10-26,2025-03-25,Dipl.-Wirtschaftsingenieur (FH),135,Lippe I,Landesliste,
99,11004003,Christine Aschenberg-Dugnus,1959-09-22,weiblich,FDP,2021-10-26,2025-03-25,Rechtsanwältin,4,Rendsburg-Eckernförde,Landesliste,aschenbergdugnus.bsky.social
376,11004820,Christoph Meyer,1975-08-30,männlich,FDP,2021-10-26,2025-03-25,Rechtsanwalt,80,Berlin-Charlottenburg-Wilmersdorf,Landesliste,christophmeyer.bsky.social
726,11005273,Claudia Raffelhüschen,1968-11-07,weiblich,FDP,2021-10-26,2025-03-25,Dipl. Volkswirtin,281,Freiburg,Landesliste,
323,11004716,Daniel Föst,1976-08-10,männlich,FDP,2021-10-26,2025-03-25,Selbstständiger Unternehmer,217,München-Nord,Landesliste,daniel-foest.de
360,11004784,Daniela Kluckert,1980-12-22,weiblich,FDP,2021-10-26,2025-03-25,Dipl.-Volkswirtin,76,Berlin-Pankow,Landesliste,
641,11005183,Dr. - Ing. Volker Redder,1959-06-07,männlich,FDP,2021-10-26,2025-03-25,Unternehmer,54,Bremen I,Landesliste,
555,11005094,Dr. Ann-Veruschka Jurisch,1972-01-10,weiblich,FDP,2021-10-26,2025-03-25,Juristin,287,Konstanz,Landesliste,
346,11004757,Dr. Christoph Hoffmann,1957-12-09,männlich,FDP,2021-10-26,2025-03-25,"Forstwissenschaftler, Bürgermeister a. D.",282,Lörrach - Müllheim,Landesliste,
93,11003856,Dr. Florian Toncar,1979-10-18,männlich,FDP,2021-10-26,2025-03-25,Rechtsanwalt,260,Böblingen,Landesliste,
344,11004754,Dr. Gero Clemens Hocker,1975-06-30,männlich,FDP,2021-10-26,2025-03-25,"Bankkaufmann, Dipl.-Ökonom",34,Osterholz - Verden,Landesliste,
294,11004676,Dr. Jens Brandenburg,1986-03-08,männlich,FDP,2021-10-26,2025-03-25,Unternehmensberater,277,Rhein-Neckar,Landesliste,
361,11004786,Dr. Lukas Köhler,1986-08-20,männlich,FDP,2021-10-26,2025-03-25,Philosoph,220,München-West/Mitte,Landesliste,
108,11004023,Dr. Marco Buschmann,1977-08-01,männlich,FDP,2021-10-26,2025-03-25,Rechtsanwalt,123,Gelsenkirchen,Landesliste,
320,11004712,Dr. Marcus Faber,1984-02-04,männlich,FDP,2021-10-26,2025-03-25,Politikwissenschaftler,66,Altmark,Landesliste,
428,11004906,Dr. Marie-Agnes Strack-Zimmermann,1958-03-10,weiblich,FDP,2021-10-26,2024-07-15,"selbst. Verlagsrepräsentantin, Publizistin",106,Düsseldorf I,Landesliste,
589,11005129,Dr. Thorsten Lieb,1973-01-03,männlich,FDP,2021-10-26,2025-03-25,Rechtsanwalt,183,Frankfurt am Main II,Landesliste,
59,11003702,Dr. Volker Wissing,1970-04-22,männlich,FDP,2021-10-26,2024-11-07,Rechtsanwalt,211,Südpfalz,Landesliste,
744,11005316,Fabian Griewel,1997-02-02,männlich,FDP,2024-07-16,2025-03-25,"Geograph, Historiker",50,Braunschweig,Landesliste,
384,11004834,Frank Müller-Rosentritt,1982-06-13,männlich,FDP,2021-10-26,2025-03-25,Dipl.-Betriebswirt,162,Chemnitz,Landesliste,
88,11003834,Frank Schäffler,1968-12-22,männlich,FDP,2021-10-26,2025-03-25,Dipl.-Betriebswirt,134,Minden-Lübbecke I,Landesliste,
489,11005028,Friedhelm Boginski,1955-11-07,männlich,FDP,2021-10-26,2025-03-25,Lehrer,57,Uckermark - Barnim I,Landesliste,
438,11004923,Gerald Ullrich,1962-12-23,männlich,FDP,2021-10-26,2025-03-25,Ingenieur,196,Suhl - Schmalkalden-Meiningen - Hildburghausen - Sonneberg,Landesliste,
450,11004941,Gyde Jensen,1989-08-14,weiblich,FDP,2021-10-26,2025-03-25,Politikwissenschaftlerin,2,Nordfriesland - Dithmarschen Nord,Landesliste,
488,11005027,Ingo Bodtke,1965-06-06,männlich,FDP,2021-10-26,2025-03-25,Ingenieur Fleischwirtschaft,74,Mansfeld,Landesliste,
287,11004666,Jens Beeck,1969-09-19,männlich,FDP,2021-10-26,2025-03-25,Rechtsanwalt,31,Mittelems,Landesliste,
695,11005238,Jens Teutrine,1993-10-22,männlich,FDP,2021-10-26,2025-03-25,"Student, Seminarleiter für politische Bildung",133,Herford - Minden-Lübbecke II,Landesliste,
162,11004179,Johannes Vogel,1982-04-29,männlich,FDP,2021-10-26,2025-03-25,Politikwissenschaftler,149,Olpe - Märkischer Kreis I,Landesliste,vogeljoh.bsky.social
158,11004159,Judith Skudelny,1975-10-02,weiblich,FDP,2021-10-26,2025-03-25,Rechtsanwältin,258,Stuttgart I,Landesliste,
745,11005317,Julian Grünke,1995-08-31,männlich,FDP,2024-09-02,2025-03-25,Politikwissenschaftler,290,Tübingen,Landesliste,
585,11005125,Jürgen Lenders,1966-04-20,männlich,FDP,2021-10-26,2025-03-25,Kaufmann,174,Fulda,Landesliste,
304,11004690,Karlheinz Busen,1951-04-05,männlich,FDP,2021-10-26,2025-03-25,Bauingenieur,126,Borken II,Landesliste,
357,11004780,Karsten Klein,1977-12-02,männlich,FDP,2021-10-26,2025-03-25,Dipl.-Kaufmann,247,Aschaffenburg,Landesliste,karstenklein.bsky.social
359,11004783,Katharina Kloke,1987-02-19,weiblich,FDP,2023-08-07,2025-03-25,Rechtsanwältin,87,Aachen I,Landesliste,
464,11005003,Katja Adler,1974-05-20,weiblich,FDP,2021-10-26,2025-03-25,Beamtin,176,Hochtaunus,Landesliste,
341,11004750,Katja Hessel,1972-05-05,weiblich,FDP,2021-10-26,2025-03-25,"Rechtsanwältin, Steuerberaterin",244,Nürnberg-Nord,Landesliste,
336,11004742,Katrin Helling-Plahr,1986-04-02,weiblich,FDP,2021-10-26,2025-03-25,Rechtsanwältin,138,Hagen - Ennepe-Ruhr-Kreis I,Landesliste,
525,11005064,Knut Gerschau,1961-07-03,männlich,FDP,2021-10-26,2025-03-25,Geschäftsführer,42,Stadt Hannover II,Landesliste,
691,11005234,Konrad Stockmeier,1977-05-03,männlich,FDP,2021-10-26,2025-03-25,Marktforscher,275,Mannheim,Landesliste,konradstockmeier.bsky.social
367,11004796,Konstantin Kuhle,1989-02-11,männlich,FDP,2021-10-26,2025-03-25,Rechtsanwalt,53,Göttingen,Landesliste,konstantinkuhle.bsky.social
596,11005136,Kristine Lütke,1982-06-29,weiblich,FDP,2021-10-26,2025-03-25,Pflegeunternehmerin,246,Roth,Landesliste,
432,11004913,Linda Teuteberg,1981-04-22,weiblich,FDP,2021-10-26,2025-03-25,Rechtsanwältin,61,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,Landesliste,
170,11004222,Manfred Todtenhausen,1950-12-08,männlich,FDP,2021-10-26,2025-03-25,Elektroinstallateuermeister,102,Wuppertal I,Landesliste,
120,11004057,Manuel Höferlin,1973-02-06,männlich,FDP,2021-10-26,2025-03-25,IT Unternehmer,206,Worms,Landesliste,felix1992.bsky.social
295,11004677,Mario Brandenburg,1983-10-03,männlich,FDP,2021-10-26,2025-03-25,Wirtschaftsinformatiker,,,Landesliste,bare-brilliance.bsky.social
338,11004745,Markus Herbrand,1971-02-24,männlich,FDP,2021-10-26,2025-03-25,Steuerberater,92,Euskirchen - Rhein-Erft-Kreis II,Landesliste,
522,11005061,Martin Gassner-Herz,1985-05-16,männlich,FDP,2021-10-26,2025-03-25,Verwaltungsangestellter,284,Offenburg,Landesliste,
417,11004890,Matthias Seestern-Pauly,1984-02-28,männlich,FDP,2021-10-26,2025-03-25,Gymnasiallehrer,38,Osnabrück-Land,Landesliste,
519,11005058,Maximilian Funke-Kaiser,1993-08-17,männlich,FDP,2021-10-26,2025-03-25,Betriebswirt,,,Landesliste,maxfksr.bsky.social
617,11005158,Maximilian Mordhorst,1996-04-10,männlich,FDP,2021-10-26,2025-03-25,Student,5,Kiel,Landesliste,
577,11005117,Michael Kruse,1983-12-30,männlich,FDP,2021-10-26,2025-03-25,Unternehmer,,,Landesliste,michaelkruse.bsky.social
81,11003802,Michael Link,1963-02-06,männlich,FDP,2021-10-26,2025-03-25,Übersetzer,267,Heilbronn,Landesliste,mlink01.bsky.social
433,11004914,Michael Theurer,1967-01-12,männlich,FDP,2021-10-26,2024-09-01,"Oberbürgermeister a. D., Dipl.-Volkswirt",271,Karlsruhe-Stadt,Landesliste,
469,11005008,Muhanad Al-Halak,1989-07-31,männlich,FDP,2021-10-26,2025-03-25,Abwassermeister,227,Deggendorf,Landesliste,al-halak.bsky.social
696,11005239,Nico Tippelt,1967-04-25,männlich,FDP,2021-10-26,2025-03-25,"Dipl.-Musikpädagoge, Fachkaufmann für Marketing und Vertrieb",165,Zwickau,Landesliste,
284,11004661,Nicole Bauer,1987-03-19,weiblich,FDP,2021-10-26,2025-03-25,Wirtschaftsingenieurin,228,Landshut,Landesliste,nicolebauer.bsky.social
443,11004931,Nicole Westig,1967-11-13,weiblich,FDP,2021-10-26,2025-03-25,Fundraiserin,98,Rhein-Sieg-Kreis II,Landesliste,
729,11005299,Nils Gründer,1997-05-23,männlich,FDP,2022-08-02,2025-03-25,"Account Manager, Student",232,Amberg,Landesliste,
288,11004667,Olaf In der Beek,1967-07-31,männlich,FDP,2021-10-26,2025-03-25,selbst. Unternehmer,140,Bochum I,Landesliste,olafinderbeek.bsky.social
139,11004102,Oliver Luksic,1979-10-09,männlich,FDP,2021-10-26,2025-03-25,Unternehmensberater,298,St. Wendel,Landesliste,
34,11003530,Otto Fricke,1965-11-21,männlich,FDP,2021-10-26,2025-03-25,Rechtsanwalt,110,Krefeld I - Neuss II,Landesliste,
132,11004075,Pascal Kober,1971-07-03,männlich,FDP,2021-10-26,2025-03-25,Militärseelsorger,289,Reutlingen,Landesliste,
453,11004948,Peter Heidt,1965-04-28,männlich,FDP,2021-10-26,2025-03-25,Rechtsanwalt,177,Wetterau I,Landesliste,
536,11005075,Philipp Hartewig,1994-10-05,männlich,FDP,2021-10-26,2025-03-25,Jurist,161,Mittelsachsen,Landesliste,
437,11004922,Prof. Dr. Andrew Ullmann,1963-01-02,männlich,FDP,2021-10-26,2025-03-25,Facharzt für Innere Medizin,251,Würzburg,Landesliste,
676,11005220,Prof. Dr. Stephan Seiter,1963-03-18,männlich,FDP,2021-10-26,2025-03-25,Professor für Volkswirtschaftslehre,264,Waiblingen,Landesliste,
681,11005223,Rainer Semet,1957-09-04,männlich,FDP,2021-10-26,2025-03-25,Dipl.-Wirtschaftsingenieur,279,Pforzheim,Landesliste,
349,11004763,Reinhard Houben,1960-04-29,männlich,FDP,2021-10-26,2025-03-25,"Unternehmer, Dipl.-Kaufmann",93,Köln I,Landesliste,
280,11004654,Renata Alt,1965-08-27,weiblich,FDP,2021-10-26,2025-03-25,Dipl.-Chemieingenieurin,262,Nürtingen,Landesliste,renataaltmdb.bsky.social
672,11005215,Ria Schröder,1992-03-07,weiblich,FDP,2021-10-26,2025-03-25,Juristin,,,Landesliste,
457,11004956,Sandra Bubendorfer-Licht,1969-09-05,weiblich,FDP,2021-10-26,2025-03-25,"Übersetzerin, Dolmetscherin",212,Altötting,Landesliste,
441,11004929,Sandra Weeser,1969-09-08,weiblich,FDP,2021-10-26,2025-03-25,Betriebswirtin (VWA),197,Neuwied,Landesliste,
161,11004175,Stephan Thomae,1968-06-19,männlich,FDP,2021-10-26,2025-03-25,Rechtsanwalt,256,Oberallgäu,Landesliste,
332,11004734,Thomas Hacker,1967-10-09,männlich,FDP,2021-10-26,2025-03-25,Dipl.-Kaufmann,237,Bayreuth,Landesliste,watson.bsky.social
375,11004815,Till Mansmann,1968-01-08,männlich,FDP,2021-10-26,2025-03-25,Redakteur,188,Bergstraße,Landesliste,
737,11005309,Tim Wagner,1981-05-05,männlich,FDP,2024-01-01,2025-03-25,Vermögensberater,191,Jena - Sömmerda - Weimarer Land I,Landesliste,ti-wag.bsky.social
339,11004746,Torsten Herbst,1973-08-23,männlich,FDP,2021-10-26,2025-03-25,Dipl.-Kaufmann (FH),159,Dresden I,Landesliste,
368,11004799,Ulrich Lechte,1977-08-26,männlich,FDP,2021-10-26,2025-03-25,Betriebswirt (VWA),233,Regensburg,Landesliste,
537,11005076,Ulrike Harzer,1968-06-13,weiblich,FDP,2021-10-26,2025-03-25,Geschäftsführerin,164,Erzgebirgskreis I,Landesliste,
462,11005001,Valentin Abel,1991-02-07,männlich,FDP,2021-10-26,2025-03-25,Kaufmännischer Angestellter,268,Schwäbisch Hall - Hohenlohe,Landesliste,
2,11001235,Wolfgang Kubicki,1952-03-03,männlich,FDP,2021-10-26,2025-03-25,"Vizepräsident DBT, Rechtsanwalt, Dipl.-Volkswirt",3,Steinburg - Dithmarschen Süd,Landesliste,wolfgangkubicki1.bsky.social
231,11004378,Achim Post,1959-05-02,männlich,SPD,2021-10-26,2025-03-25,Diplom-Soziologe,134,Minden-Lübbecke I,Direktwahl,achimpost.de
466,11005005,Adis Ahmetović,1993-07-27,männlich,SPD,2021-10-26,2025-03-25,Referent für Regierungsplanung in der Nds. Staatskanzelei,41,Stadt Hannover I,Direktwahl,
731,11005301,Alexander Bartz,1984-08-13,männlich,SPD,2022-11-08,2025-03-25,Betriebswirt,32,Cloppenburg - Vechta,Landesliste,
582,11005122,Andreas Larem,1964-09-25,männlich,SPD,2021-10-26,2025-03-25,Groß- und Außenhandelskaufmann,186,Darmstadt,Direktwahl,andreaslarem.bsky.social
606,11005147,Andreas Mehltretter,1991-12-10,männlich,SPD,2021-10-26,2025-03-25,Volkswirt,214,Freising,Landesliste,
238,11004387,Andreas Rimkus,1962-12-24,männlich,SPD,2021-10-26,2025-03-25,Elektromeister in der Energiewirtschaft,107,Düsseldorf II,Direktwahl,arimkus.bsky.social
250,11004407,Andreas Schwarz,1965-03-03,männlich,SPD,2021-10-26,2025-03-25,Betriebswirt,236,Bamberg,Landesliste,schwarzmdb.bsky.social
19,11003162,Anette Kramme,1967-10-10,weiblich,SPD,2021-10-26,2025-03-25,"Rechtsanwältin, Fachanwältin für Arbeitsrecht",237,Bayreuth,Landesliste,
741,11005313,Angela Hohmann,1963-04-10,weiblich,SPD,2024-03-05,2025-03-25,Sozialversicherungsfachangestellte,,,Landesliste,
