,id,full_name,birthdate,gender,party,profession,district_number,district_name,mandate,potential_handle
102,11004276,Thorsten Frei,08.08.1973,männlich,CDU,"Jurist, Oberbürgermeister a. D.",286,Schwarzwald-Baar,Direktwahl,judithhopkins132.bsky.social
414,11005406,Tijen Ataoğlu,21.07.1989,weiblich,CDU,Richterin am Landgericht,137,Hagen – Ennepe-Ruhr-Kreis I,Direktwahl,
323,11005118,Tilman Kuban,26.05.1987,männlich,CDU,Rechtsanwalt,47,Hannover-Land II,Landesliste,
139,11004409,Tino Sorge,04.03.1975,männlich,CDU,Rechtsanwalt,69,Magdeburg,Landesliste,tinosorge.bsky.social
101,11004271,Uwe Feiler,02.11.1965,männlich,CDU,Finanzwirt,58,Oberhavel – Havelland II,Landesliste,
627,11005620,Vanessa Zobel,08.02.1988,weiblich,CDU,Bankkauffrau,30,Stade I – Rotenburg II,Direktwahl,
596,11005589,Vivian Tauschwitz,29.07.1994,weiblich,CDU,Offizierin,35,Rotenburg I – Heidekreis,Landesliste,
336,11005146,Volker Mayer-Lay,22.06.1981,männlich,CDU,Rechtsanwalt,293,Bodensee,Direktwahl,
123,11004365,Wilfried Oellers,16.09.1975,männlich,CDU,Rechtsanwalt,88,Heinsberg,Direktwahl,
473,11005465,Wilhelm Gebhard,15.06.1976,männlich,CDU,Bürgermeister,168,Werra-Meißner – Hersfeld-Rotenburg,Direktwahl,
446,11005438,Wolfgang Dahler,06.05.1975,männlich,CDU,Rechtsanwalt,292,Biberach,Direktwahl,
30,11003620,Albert Rupprecht,10.06.1968,männlich,CSU,Dipl.-Volkswirt,234,Weiden,Direktwahl,
18,11003516,Alexander Dobrindt,07.06.1970,männlich,CSU,Dipl.-Soziologe,225,Weilheim,Direktwahl,marcusphoenix.bsky.social
283,11005050,Alexander Engelhard,26.09.1972,männlich,CSU,"Müller, Dipl.-Wirtschaftsingenieur (FH)",254,Neu-Ulm,Direktwahl,
111,11004304,Alexander Hoffmann,06.03.1975,männlich,CSU,Jurist,248,Main-Spessart,Direktwahl,raahoff.bsky.social
129,11004383,Alexander Radwan,30.08.1964,männlich,CSU,Rechtsanwalt,222,Bad Tölz-Wolfratshausen – Miesbach,Direktwahl,
130,11004384,Alois Rainer,07.01.1965,männlich,CSU,Metzgermeister,230,Straubing,Direktwahl,
120,11004342,Andrea Lindholz,25.09.1970,weiblich,CSU,"Rechtsanwältin, Fachanwältin für Familienrecht",246,Aschaffenburg,Direktwahl,
34,11003706,Artur Auernhammer,09.03.1963,männlich,CSU,Landwirtschaftsmeister,240,Ansbach,Direktwahl,
541,11005533,Christian Moser,14.11.1989,männlich,CSU,"Jurist, Nebenerwerbslandwirt",213,Freising,Direktwahl,christianmoser.bsky.social
29,11003613,Daniela Raab,07.07.1975,weiblich,CSU,Juristin,221,Rosenheim,Direktwahl,
26,11003586,Dorothee Mantel,19.04.1978,weiblich,CSU,Diplom-Politologin,247,Bad Kissingen,Direktwahl,
119,11004339,Dr. Andreas Lenz,23.04.1981,männlich,CSU,Dipl.-Betriebswirt (FH),212,Erding – Ebersberg,Direktwahl,
151,11004440,Dr. Anja Weisgerber,11.03.1976,weiblich,CSU,Rechtsanwältin,249,Schweinfurt,Direktwahl,
449,11005441,Dr. Florian Dorn,24.05.1986,männlich,CSU,Volkswirt,255,Memmingen – Unterallgäu,Direktwahl,
452,11005444,Dr. Hülya Düber,05.07.1978,weiblich,CSU,Sozialreferentin / rechtskundige berufsmäßige Stadträtin,250,Würzburg,Direktwahl,
287,11005063,Dr. Jonas Geissler,05.06.1984,männlich,CSU,Regierungsrat a. D.,237,Coburg,Direktwahl,
518,11005510,Dr. Konrad Körner,27.04.1992,männlich,CSU,Rechtsanwalt,241,Erlangen,Direktwahl,
59,11004018,Dr. Reinhard Brandl,01.08.1977,männlich,CSU,Dipl.-Wirtschaftsingenieur,215,Ingolstadt,Direktwahl,
118,11004336,Dr. Silke Launert,27.12.1976,weiblich,CSU,Richterin am Landgericht a. D.,236,Bayreuth,Direktwahl,
220,11004853,Dr. Stephan Pilsinger,17.02.1987,männlich,CSU,Hausarzt,219,München-West/Mitte,Direktwahl,
141,11004414,Dr. Wolfgang Stefinger,20.04.1985,männlich,CSU,Betriebswirt,217,München-Ost,Direktwahl,
154,11004452,Emmi Zeulner,27.03.1987,weiblich,CSU,Examinierte Gesundheits-und Krankenpflegerin,239,Kulmbach,Direktwahl,
64,11004048,Florian Hahn,14.03.1974,männlich,CSU,MdB,220,München-Land,Direktwahl,
124,11004366,Florian Oßner,05.07.1980,männlich,CSU,MdB,227,Landshut,Direktwahl,
418,11005410,Günter Baumgartner,24.04.1975,männlich,CSU,Bankbetriebswirt,229,Rottal-Inn,Direktwahl,
515,11005507,Hans Koller,15.07.1971,männlich,CSU,"Landwirt, Gastwirt",228,Passau,Direktwahl,
97,11004264,Hansjörg Durz,29.07.1971,männlich,CSU,"Dipl.-Kaufmann, Bankkaufmann",252,Augsburg-Land,Direktwahl,
485,11005477,Heiko Hain,26.03.1982,männlich,CSU,Verwaltungsfachwirt,238,Hof,Direktwahl,
238,11004901,Katrin Staffler,04.11.1981,weiblich,CSU,Biochemikerin,214,Fürstenfeldbruck,Direktwahl,
284,11005052,Martina Englhardt-Kopf,08.06.1981,weiblich,CSU,Studiendirektorin a. D.,233,Schwandorf,Direktwahl,
398,11005261,Mechthilde Wittmann,12.12.1967,weiblich,CSU,Juristin,256,Oberallgäu,Direktwahl,
61,11004034,Michael Frieser,30.03.1964,männlich,CSU,Rechtsanwalt,244,Nürnberg-Süd,Direktwahl,
198,11004779,Michael Kießling,29.05.1973,männlich,CSU,Dipl.-Bauingenieur (FH),223,Starnberg – Landsberg am Lech,Direktwahl,
55,11004004,Peter Aumer,17.04.1976,männlich,CSU,,232,Regensburg,Direktwahl,
600,11005593,Prof. Dr. Hans Theiss,20.09.1977,männlich,CSU,Arzt,216,München-Nord,Direktwahl,hanstheiss.bsky.social
281,11005048,Ralph Edelhäußer,22.03.1973,männlich,CSU,"Bankkaufmann, Dipl.-Betriebswirt (FH)",245,Roth,Direktwahl,
612,11005605,Siegfried Walch,08.04.1984,männlich,CSU,"Kaufmann, Betriebswirt (HWK)",224,Traunstein,Direktwahl,siwmci.bsky.social
27,11003589,Stephan Mayer,15.12.1973,männlich,CSU,Rechtsanwalt,211,Altötting,Direktwahl,
86,11004169,Stephan Stracke,01.04.1974,männlich,CSU,Volljurist,257,Ostallgäu,Direktwahl,
301,11005085,Susanne Hierl,29.09.1973,weiblich,CSU,Rechtsanwältin,231,Amberg,Direktwahl,
179,11004709,Thomas Erndl,22.07.1974,männlich,CSU,Dipl.-Ing. (FH) Elektrotechnik / Mikroelektronik,226,Deggendorf,Direktwahl,
31,11003636,Thomas Silberhorn,12.11.1968,männlich,CSU,Rechtsanwalt,235,Bamberg,Direktwahl,
395,11005258,Tobias Winkler,16.01.1978,männlich,CSU,Abgeordneter,242,Fürth,Direktwahl,tobiderw.bsky.social
72,11004087,Ulrich Lange,06.06.1969,männlich,CSU,Rechtsanwalt,253,Donau-Ries,Direktwahl,
605,11005598,Aaron Valent,14.03.1997,männlich,DIE LINKE.,Ausbildung zum Rechtsanwaltsfachangestellten,250,Würzburg,Landesliste,
445,11005437,Agnes Conrad,29.10.1997,weiblich,DIE LINKE.,Konzernbetriebsratsreferentin,249,Schweinfurt,Landesliste,
624,11005617,Anne Zerr,21.07.1993,weiblich,DIE LINKE.,Gewerkschaftssekretärin,289,Reutlingen,Landesliste,
438,11005430,Anne-Mieke Bremer,31.10.1991,weiblich,DIE LINKE.,Sozialarbeiterin,40,Nienburg II – Schaumburg,Landesliste,koffeinpiratin.dielinkebt.de
295,11005073,Ates Gürpinar,25.09.1984,männlich,DIE LINKE.,,221,Rosenheim,Landesliste,atesguerpinar.dielinkebt.de
48,11003824,Bodo Ramelow,16.02.1956,männlich,DIE LINKE.,Kaufmann,192,Erfurt – Weimar – Weimarer Land II,Direktwahl,bodoramelow.bsky.social
513,11005505,Cansin Köktürk,13.06.1993,weiblich,DIE LINKE.,Sozialarbeiterin,139,Bochum I,Landesliste,
546,11005538,Cansu Özdemir,08.09.1988,weiblich,DIE LINKE.,,,,Landesliste,cansuyavuzer.bsky.social
73,11004088,Caren Lay,11.12.1972,weiblich,DIE LINKE.,Dipl.-Soziologin,155,Bautzen I,Landesliste,carenlay.bsky.social
498,11005490,Cem Ince,09.12.1993,männlich,DIE LINKE.,Elektroniker für Automatisierungstechnik,49,Salzgitter – Wolfenbüttel,Landesliste,cembeyinizm.bsky.social
542,11005534,Charlotte Antonia Neuhäuser,25.11.1998,weiblich,DIE LINKE.,Studentin,136,Paderborn,Landesliste,
290,11005067,Christian Görke,17.03.1962,männlich,DIE LINKE.,Lehrer für Sport und Geschichte,64,Cottbus – Spree-Neiße,Landesliste,christiangoerke.dielinkebt.de
618,11005611,Christin Willnat,03.04.1986,weiblich,DIE LINKE.,Übersetzerin und Integrationshelferin,60,BRB a.d.Havel– Potsdam-MittelmarkI –HVL III–Teltow-Fläming I,Landesliste,
403,11005289,Clara Bünger,04.07.1986,weiblich,DIE LINKE.,Volljuristin,159,Dresden II – Bautzen II,Landesliste,clarabuenger.bsky.social
576,11005568,David Schliesing,26.01.1983,männlich,DIE LINKE.,"Schauspieldramaturg, Audioredakteur",67,Börde – Salzlandkreis,Landesliste,
419,11005411,Desiree Becker,27.01.1994,weiblich,DIE LINKE.,Gewerkschaftssekretärin,172,Gießen,Landesliste,
608,11005601,Donata Vogtschmidt,24.02.1998,weiblich,DIE LINKE.,Staatswissenschaftlerin,188,Eichsfeld – Nordhausen – Kyffhäuserkreis,Landesliste,donatavogtschmidt.bsky.social
159,11004651,Doris Achelwilm,30.11.1976,weiblich,DIE LINKE.,Sprachwissenschaftlerin (M.A.),54,Bremen I,Landesliste,dorisachelwilm.bsky.social
7,11003034,Dr. Dietmar Bartsch,31.03.1958,männlich,DIE LINKE.,Wirtschaftswissenschaftler,14,Rostock – Landkreis Rostock II,Landesliste,
461,11005453,Dr. Fabian Fahl,20.03.1993,männlich,DIE LINKE.,Wissenschaftlicher Mitarbeiter,86,Aachen I,Landesliste,
0,11000756,Dr. Gregor Gysi,16.01.1948,männlich,DIE LINKE.,Rechtsanwalt,83,Berlin-Treptow-Köpenick,Direktwahl,
411,11005403,Dr. Michael Arndt,18.03.1964,männlich,DIE LINKE.,Arzt,299,Homburg,Landesliste,
582,11005575,Evelyn Schötz,30.06.1961,weiblich,DIE LINKE.,Altenpflegerin,245,Roth,Landesliste,
509,11005501,Ferat Koçak,26.05.1979,männlich,DIE LINKE.,Dipl.-Wirtschaftswissenschaftler,81,Berlin-Neukölln,Direktwahl,feratkocak.dielinkebt.de
602,11005595,Gerhard Trabert,03.07.1956,männlich,DIE LINKE.,,204,Mainz,Landesliste,
160,11004653,Gökay Akbulut,16.11.1982,weiblich,DIE LINKE.,Sozialwissenschaftlerin,275,Mannheim,Landesliste,goekayakbulut.bsky.social
357,11005186,Heidi Reichinnek,19.04.1988,weiblich,DIE LINKE.,pädagigische Mitarbeiterin in der Jugendhilfe,39,Stadt Osnabrück,Landesliste,heidireichinnek.dielinkebt.de
325,11005123,Ina Latendorf,26.06.1971,weiblich,DIE LINKE.,Juristin und Facharbeiterin für Pflanzenproduktion,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Landesliste,
587,11005580,Ines Schwerdtner,26.08.1989,weiblich,DIE LINKE.,"Journalistin, Publizistin",85,Berlin-Lichtenberg,Direktwahl,inesschwerdtner.bsky.social
606,11005599,Isabelle Vandre,27.07.1989,weiblich,DIE LINKE.,Politikwissenschaftlerin,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Landesliste,isavandre.bsky.social
54,11004001,Jan Aken,01.05.1961,männlich,DIE LINKE.,Biologe,,,Landesliste,janvanaken.dielinkebt.de
519,11005511,Jan Köstering,22.10.1997,männlich,DIE LINKE.,KFZ-Mechatroniker,98,Oberbergischer Kreis,Landesliste,jan-koestering.de
435,11005427,Janina Böttger,04.04.1982,weiblich,DIE LINKE.,Europäische Dipl.-Verwaltungsmanagerin,71,Halle,Landesliste,
397,11005260,Janine Wissler,23.05.1981,weiblich,DIE LINKE.,Dipl.-Politikwissenschaftlerin,181,Frankfurt am Main I,Landesliste,janinewissler.bsky.social
434,11005426,Jorrit Bosch,08.09.1997,männlich,DIE LINKE.,,,,Landesliste,jorritbosch.dielinkebt.de
590,11005583,Julia-Christina Stange,25.04.1978,weiblich,DIE LINKE.,Fachkinderkrankenschwester,205,Worms,Landesliste,
175,11004693,Jörg Cezanne,08.06.1958,männlich,DIE LINKE.,"Verbandsgeschäftsführer, Soziologe",183,Groß-Gerau,Landesliste,
474,11005466,Katalin Gennburg,05.03.1984,weiblich,DIE LINKE.,,84,Berlin-Marzahn-Hellersdorf,Landesliste,
472,11005464,Kathrin Gebel,05.04.1997,weiblich,DIE LINKE.,,128,Münster,Landesliste,
465,11005457,Katrin Fey,07.12.1967,weiblich,DIE LINKE.,Dipl.-Sozialpädagogin,147,Siegen-Wittgenstein,Landesliste,
562,11005554,Lea Reisner,09.03.1989,weiblich,DIE LINKE.,Gesundheits- und Krankenpflegerin,93,Köln II,Landesliste,leali.bsky.social
167,11004672,Lorenz Gösta Beutin,18.07.1978,männlich,DIE LINKE.,"Historiker, Angestellter",1,Flensburg – Schleswig,Landesliste,lgbeutin.bsky.social
547,11005539,Luigi Pantisano,28.07.1979,männlich,DIE LINKE.,"Stadtplaner, Architekt",258,Stuttgart I,Landesliste,luigipantisano.bsky.social
497,11005489,Luke Hoß,03.09.2001,männlich,DIE LINKE.,,228,Passau,Landesliste,luke-hoss.de
442,11005434,Maik Brückner,16.06.1992,männlich,DIE LINKE.,Mediengestalter,48,Hildesheim,Landesliste,maikbrueckner.bsky.social
458,11005450,Mandy Eißing,31.08.1976,weiblich,DIE LINKE.,Friseurin,194,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,Landesliste,
417,11005409,Marcel Bauer,30.04.1992,männlich,DIE LINKE.,Forstwirt,271,Karlsruhe-Stadt,Landesliste,emet-news-press.bsky.social
490,11005482,Mareike Hermeier,17.08.1989,weiblich,DIE LINKE.,Kauffrau im Großhandel,123,Steinfurt I – Borken I,Landesliste,
502,11005494,Maren Kaminski,15.02.1979,weiblich,DIE LINKE.,Gewerkschaftssekretärin,42,Stadt Hannover II,Landesliste,marenkaminski.dielinkebt.de
456,11005448,Mirze Edis,01.01.1972,männlich,DIE LINKE.,Betriebsratsmitglied,114,Duisburg I,Landesliste,
63,11004041,Nicole Gohlke,15.11.1975,weiblich,DIE LINKE.,Sozialwissenschaftlerin,219,München-West/Mitte,Landesliste,nicolegohlke.bsky.social
207,11004819,Pascal Meiser,07.03.1975,männlich,DIE LINKE.,Dipl.-Politikwissenschaftler,82,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,Direktwahl,pascalmeiser.bsky.social
538,11005530,Sahra Mirow,10.01.1984,weiblich,DIE LINKE.,wissenschaftliche Mitarbeiterin,274,Heidelberg,Landesliste,
610,11005603,Sarah Vollath,26.12.1995,weiblich,DIE LINKE.,Sozialarbeiterin (FH),215,Ingolstadt,Landesliste,
611,11005604,Sascha Wagner,23.05.1980,männlich,DIE LINKE.,Angestellter,116,Oberhausen – Wesel III,Landesliste,saschahwagner.bsky.social
526,11005518,Sonja Lemke,22.11.1991,weiblich,DIE LINKE.,Informatikerin,142,Dortmund II,Landesliste,sonjalemke.dielinkebt.de
535,11005527,Stella Merendino,08.04.1994,weiblich,DIE LINKE.,Gesundheits- und Krankenpflegerin,74,Berlin-Mitte,Landesliste,
218,11004848,Sören Pellmann,11.02.1977,männlich,DIE LINKE.,Grund- und Förderschullehrer,152,Leipzig II,Direktwahl,pellmann.bsky.social
533,11005525,Tamara Mazzi,13.01.1992,weiblich,DIE LINKE.,Lehrerin,5,Kiel,Landesliste,tamaramazzi.dielinkebt.de
601,11005594,Ulrich Thoden,16.05.1973,männlich,DIE LINKE.,Lehrer am Berufskolleg,127,Steinfurt III,Landesliste,ulrichthoden.bsky.social
468,11005460,Uwe Foullong,29.09.1957,männlich,DIE LINKE.,Dipl.-Kaufmann,124,Bottrop – Recklinghausen III,Landesliste,
475,11005467,Vinzenz Glaser,15.08.1992,männlich,DIE LINKE.,Sozialarbeiter,281,Freiburg,Landesliste,vinzenzglaser.dielinkebt.de
429,11005421,Violetta Bock,11.12.1987,weiblich,DIE LINKE.,,167,Kassel,Landesliste,
570,11005562,Zada Salihović,28.03.2000,weiblich,DIE LINKE.,"Kauffrau für Büromanagement, Gewerkschaftsmitarbeiterin",,,Landesliste,zadasalihovic.dielinkebt.de
508,11005500,Sieghard Knodel,13.02.1961,männlich,Plos,"Betriebswirt, Landmaschinenmeister",,,Landesliste,
255,11005005,Adis Ahmetović,27.07.1993,männlich,SPD,Referent für Regierungsplanung in der Nds. Staatskanzelei,41,Stadt Hannover I,Direktwahl,
138,11004407,Andreas Schwarz,03.03.1965,männlich,SPD,Betriebswirt,235,Bamberg,Landesliste,schwarzmdb.bsky.social
10,11003162,Anette Kramme,10.10.1967,weiblich,SPD,"Rechtsanwältin, Fachanwältin für Arbeitsrecht",236,Bayreuth,Landesliste,
156,11004614,Angelika Glöckner,05.02.1962,weiblich,SPD,"Verwaltungsfachwirtin, Betriebswirtin",209,Pirmasens,Landesliste,
383,11005240,Anja Troff-Schaffarzyk,01.10.1969,weiblich,SPD,Dipl.-Pädagogin,25,Unterems,Landesliste,anjatroff.bsky.social
317,11005108,Annika Klose,24.06.1992,weiblich,SPD,Sozialwissenschaftlerin,74,Berlin-Mitte,Landesliste,anniklose.bsky.social
402,11005267,Armand Zorn,18.07.1988,männlich,SPD,Unternehmensberater,181,Frankfurt am Main I,Landesliste,
80,11004124,Aydan Özoğuz,31.05.1967,weiblich,SPD,"Wissenschaftliche Mitarbeiterin, Körber Stiftung",22,Hamburg-Wandsbek,Direktwahl,
133,11004392,Bernd Rützel,02.10.1968,männlich,SPD,Maschinenschlosser,248,Main-Spessart,Landesliste,
20,11003545,Bettina Hagedorn,26.12.1955,weiblich,SPD,Goldschmiedin,9,Ostholstein – Stormarn-Nord,Landesliste,
330,11005135,Bettina Lugk,03.02.1982,weiblich,SPD,"Geowissenschaftlerin, Verwaltungsfachwirtin",149,Märkischer Kreis II,Landesliste,
551,11005543,Boris Pistorius,14.03.1960,männlich,SPD,"Bundesminister, Jurist",42,Stadt Hannover II,Direktwahl,shinygengarfrog.bsky.social
56,11004006,Bärbel Bas,03.05.1968,weiblich,SPD,Personalmanagement-Ökonomin (VWA),114,Duisburg I,Direktwahl,handle.invalid
392,11005251,Carmen Wegge,24.09.1989,weiblich,SPD,Juristin,223,Starnberg – Landsberg am Lech,Landesliste,carmenwegge.bsky.social
12,11003218,Carsten Schneider,23.01.1976,männlich,SPD,Bankkaufmann,192,Erfurt – Weimar – Weimarer Land II,Landesliste,cqschneider.bsky.social
147,11004426,Carsten Träger,25.10.1973,männlich,SPD,"sebst. Werbeberater, Koordinator Kommunikation Sparkasse Fürth",242,Fürth,Landesliste,
370,11005208,Christoph Schmid,08.07.1976,männlich,SPD,"Politikwissenschaftler, Bürgermeister a. D.",253,Donau-Ries,Landesliste,
208,11004825,Claudia Moll,15.12.1968,weiblich,SPD,Examinierte Altenpflegerin,87,Aachen II,Landesliste,
137,11004401,Dagmar Schmidt,13.03.1973,weiblich,SPD,Historikerin,171,Lahn-Dill,Landesliste,dagmarschmidt.de
259,11005015,Daniel Baldy,25.09.1994,männlich,SPD,Lehrer,204,Mainz,Landesliste,daniel-baldy.bsky.social
424,11005416,Daniel Bettermann,17.10.1980,männlich,SPD,Angestellter im öffentlichen Dienst,167,Kassel,Direktwahl,
404,11005300,Daniel Rinkert,11.12.1987,männlich,SPD,Jurist,107,Neuss I,Landesliste,
613,11005606,Daniel Walter,27.03.1991,männlich,SPD,Referent / LL.M. European Law,89,Düren,Landesliste,daniewalter.bsky.social
568,11005560,Daniela Rump,13.01.1996,weiblich,SPD,Studentin der Rechtswissenschaften,48,Hildesheim,Direktwahl,
131,11004388,Dennis Rohde,24.06.1986,männlich,SPD,Rechtsanwalt,27,Oldenburg – Ammerland,Direktwahl,tomschroeder93.bsky.social
384,11005241,Derya Türk-Nachbaur,10.04.1973,weiblich,SPD,Versicherungsfachfrau,286,Schwarzwald-Baar,Landesliste,deryatuerknachbaur.bsky.social
149,11004433,Dirk Vöpel,29.05.1971,männlich,SPD,Selbstständiger Kaufmann,116,Oberhausen – Wesel III,Direktwahl,
153,11004444,Dirk Wiese,11.07.1983,männlich,SPD,Jurist,146,Hochsauerlandkreis,Landesliste,
35,11003710,Dr. Bärbel Kofler,24.05.1967,weiblich,SPD,"Bankkauffrau, Diplom-Informatikerin (FH), Sprachwissenschaftlerin",224,Traunstein,Landesliste,
389,11005247,Dr. Carolin Wagner,01.10.1982,weiblich,SPD,Referatsleiterin,232,Regensburg,Landesliste,
350,11005174,Dr. Christos Pantazis,09.10.1975,männlich,SPD,Arzt,50,Braunschweig,Direktwahl,
313,11005103,Dr. Franziska Kersten,19.12.1968,weiblich,SPD,Tierärztin,67,Börde – Salzlandkreis,Landesliste,
100,11004270,Dr. Johannes Fechner,25.11.1972,männlich,SPD,Rechtsanwalt,283,Emmendingen – Lahr,Landesliste,
375,11005221,Dr. Lina Seitzl,03.06.1989,weiblich,SPD,Politikwissenschaftlerin,287,Konstanz,Landesliste,
45,11003809,Dr. Matthias Miersch,19.12.1968,männlich,SPD,Rechtsanwalt,47,Hannover-Land II,Direktwahl,
228,11004876,Dr. Nils Schmid,11.07.1973,männlich,SPD,"Jurist, Minister a. D.",262,Nürtingen,Landesliste,
136,11004396,Dr. Nina Scheer,11.09.1971,weiblich,SPD,"Juristin, Politikwissenschaftlerin, Musikerin",10,Herzogtum Lauenburg – Stormarn-Süd,Landesliste,nina-scheer.de
566,11005558,Dr. Philipp Rottwilm,28.08.1984,männlich,SPD,"Dipl.-Kaufmann, Bürgermeister",169,Schwalm-Eder,Landesliste,
378,11005229,Dr. Ralf Stegner,02.10.1959,männlich,SPD,Politikwissenschaftler,7,Pinneberg,Landesliste,
28,11003599,Dr. Rolf Mützenich,25.06.1959,männlich,SPD,Dipl.-Politikwissenschaftler,94,Köln III,Landesliste,
331,11005137,Dr. Tanja Machalet,01.05.1974,weiblich,SPD,"Bankkauffrau, Dipl.-Volkswirtin",203,Montabaur,Landesliste,
362,11005194,Dr. Thorsten Rudolph,15.03.1974,männlich,SPD,Beamter,198,Koblenz,Landesliste,
180,11004710,Dr. Wiebke Esdar,11.02.1984,weiblich,SPD,Dipl.-Psychologin,131,Bielefeld – Gütersloh II,Direktwahl,
321,11005115,Dunja Kreiser,27.06.1971,weiblich,SPD,Abwassermeisterin,49,Salzgitter – Wolfenbüttel,Direktwahl,
195,11004771,Elisabeth Kaiser,04.03.1987,weiblich,SPD,Politik- und Verwaltungswissenschaftlerin,193,Gera – Greiz – Altenburger Land,Landesliste,elisabethkaiser.bsky.social
326,11005131,Esra Limbacher,01.05.1989,männlich,SPD,Volljurist,299,Homburg,Direktwahl,esralimbacher.bsky.social
178,11004701,Esther Dilcher,18.09.1965,weiblich,SPD,"Rechtsanwältin, Notarin",166,Waldeck,Landesliste,
278,11005044,Falko Droßmann,11.12.1973,männlich,SPD,Soldat,18,Hamburg-Mitte,Direktwahl,
277,11005043,Felix Döring,23.02.1991,männlich,SPD,Lehrer,172,Gießen,Landesliste,
113,11004317,Frank Junge,05.05.1967,männlich,SPD,Dipl.-Sportlehrer,13,Ludwigslust-Parchim II–Nordwestmecklenbg II–Landkr. RostockI,Landesliste,
49,11003846,Frank Schwabe,12.11.1970,männlich,SPD,,120,Recklinghausen I,Direktwahl,frankschwabe.bsky.social
297,11005077,Frauke Heiligenstadt,24.03.1966,weiblich,SPD,Dipl.-Verwaltungswirtin FH,52,Goslar – Northeim – Göttingen II,Direktwahl,fheiligenstadt.bsky.social
109,11004296,Gabriela Heinrich,18.04.1963,weiblich,SPD,Redakteurin,243,Nürnberg-Nord,Landesliste,tracingechoes.bsky.social
273,11005038,Hakan Demir,16.11.1984,männlich,SPD,,81,Berlin-Neukölln,Landesliste,justfener.bsky.social
406,11005314,Heike Heubach,14.12.1979,weiblich,SPD,Industriekauffrau,252,Augsburg-Land,Landesliste,
205,11004802,Helge Lindh,06.12.1976,männlich,SPD,,101,Wuppertal I,Direktwahl,helgelindh.bsky.social
315,11005105,Helmut Kleebank,18.11.1964,männlich,SPD,"Krankenpfleger, Lehrer, Bezirksbürgermeister i. R.",77,Berlin-Spandau – Charlottenburg Nord,Direktwahl,
432,11005424,Hendrik Bollmann,10.09.1982,männlich,SPD,Oberstudienrat,140,Herne – Bochum II,Direktwahl,
333,11005140,Holger Mann,19.02.1979,männlich,SPD,Politikwissenschaftler,151,Leipzig I,Landesliste,holgermietho.bsky.social
9,11003142,Hubertus Heil,03.11.1972,männlich,SPD,"Politikwissenschaftler, Bundesminister",45,Gifhorn – Peine,Direktwahl,
607,11005600,Ingo Vogel,29.04.1976,männlich,SPD,Polizeibeamter,118,Essen II,Direktwahl,
272,11005036,Isabel Cademartori Dujisin,09.01.1988,weiblich,SPD,Wirtschaftspädagogin,275,Mannheim,Landesliste,
249,11004949,Isabel Mackensen,29.09.1986,weiblich,SPD,Politikwissenschaftlerin,207,Neustadt – Speyer,Landesliste,
265,11005025,Jakob Blankenburg,05.08.1997,männlich,SPD,Politikwissenschaftler,37,Lüchow-Dannenberg – Lüneburg,Direktwahl,
275,11005041,Jan Dieren,29.07.1991,männlich,SPD,Rechtsanwalt,113,Krefeld II – Wesel II,Landesliste,jandieren.bsky.social
303,11005088,Jasmina Hostert,03.12.1982,weiblich,SPD,Politikwissenschaftlerin,260,Böblingen,Landesliste,
422,11005414,Jens Behrens,12.06.1978,männlich,SPD,Bankkaufmann,145,Soest,Landesliste,jpbgames.bsky.social
352,11005178,Jens Peick,16.08.1981,männlich,SPD,Dipl.-Verwaltungswirt (FH),141,Dortmund I,Direktwahl,jenspeick.bsky.social
134,11004393,Johann Saathoff,09.12.1967,männlich,SPD,Diplom-Verwaltungswirt (FH),24,Aurich – Emden,Direktwahl,johann-saathoff.bsky.social
231,11004881,Johannes Schraps,17.08.1983,männlich,SPD,Politikwissenschaftler,46,Hameln-Pyrmont – Holzminden,Direktwahl,johannesschraps.bsky.social
368,11005204,Johannes Schätzl,10.06.1993,männlich,SPD,Informatiker / Datenanlyse,228,Passau,Landesliste,johannesschaetzl.bsky.social
215,11004844,Josephine Ortleb,25.11.1986,weiblich,SPD,Fachwirtin in der Gastronomie,296,Saarbrücken,Direktwahl,josephine-ortleb.de
158,11004639,Jürgen Coße,16.08.1969,männlich,SPD,Arbeitsvermittler,127,Steinfurt III,Landesliste,juergencosse.bsky.social
338,11005153,Kathrin Michel,17.04.1963,weiblich,SPD,Industriekauffrau,155,Bautzen I,Landesliste,kthrn-mchl-spd.bsky.social
44,11003804,Katja Mast,04.02.1971,weiblich,SPD,"MdB, Bankkauffrau",279,Pforzheim,Landesliste,katjamast.bsky.social
15,11003440,Kerstin Griese,06.12.1966,weiblich,SPD,Historikerin,104,Mettmann II,Landesliste,
36,11003715,Lars Klingbeil,23.02.1978,männlich,SPD,Politikwissenschaftler,35,Rotenburg I – Heidekreis,Direktwahl,larsklingbeil.bsky.social
309,11005096,Macit Karaahmetoğlu,11.07.1968,männlich,SPD,"Rechtsanwalt, Fachanwalt für Urheber- und Medienrecht",265,Ludwigsburg,Landesliste,handle.invalid
125,11004368,Mahmut Özdemir,23.06.1987,männlich,SPD,Rechtsreferendar (beurlaubt),115,Duisburg II,Direktwahl,kobeyasi.bsky.social
