,id,full_name,birthdate,gender,party,profession,district_number,district_name,mandate,potential_handle
102,11004276,Thorsten Frei,1973-08-08,männlich,CDU,"Jurist, Oberbürgermeister a. D.",286,Schwarzwald-Baar,Direktwahl,judithhopkins132.bsky.social
414,11005406,Tijen Ataoğlu,1989-07-21,weiblich,CDU,Richterin am Landgericht,137,Hagen – Ennepe-Ruhr-Kreis I,Direktwahl,
323,11005118,Tilman Kuban,1987-05-26,männlich,CDU,Rechtsanwalt,47,Hannover-Land II,Landesliste,
139,11004409,Tino Sorge,1975-03-04,männlich,CDU,Rechtsanwalt,69,Magdeburg,Landesliste,tinosorge.bsky.social
101,11004271,Uwe Feiler,1965-11-02,männlich,CDU,Finanzwirt,58,Oberhavel – Havelland II,Landesliste,
627,11005620,Vanessa Zobel,1988-02-08,weiblich,CDU,Bankkauffrau,30,Stade I – Rotenburg II,Direktwahl,
596,11005589,Vivian Tauschwitz,1994-07-29,weiblich,CDU,Offizierin,35,Rotenburg I – Heidekreis,Landesliste,
336,11005146,Volker Mayer-Lay,1981-06-22,männlich,CDU,Rechtsanwalt,293,Bodensee,Direktwahl,
123,11004365,Wilfried Oellers,1975-09-16,männlich,CDU,Rechtsanwalt,88,Heinsberg,Direktwahl,
473,11005465,Wilhelm Gebhard,1976-06-15,männlich,CDU,Bürgermeister,168,Werra-Meißner – Hersfeld-Rotenburg,Direktwahl,
446,11005438,Wolfgang Dahler,1975-05-06,männlich,CDU,Rechtsanwalt,292,Biberach,Direktwahl,
30,11003620,Albert Rupprecht,1968-06-10,männlich,CSU,Dipl.-Volkswirt,234,Weiden,Direktwahl,
18,11003516,Alexander Dobrindt,1970-06-07,männlich,CSU,Dipl.-Soziologe,225,Weilheim,Direktwahl,marcusphoenix.bsky.social
283,11005050,Alexander Engelhard,1972-09-26,männlich,CSU,"Müller, Dipl.-Wirtschaftsingenieur (FH)",254,Neu-Ulm,Direktwahl,
111,11004304,Alexander Hoffmann,1975-03-06,männlich,CSU,Jurist,248,Main-Spessart,Direktwahl,raahoff.bsky.social
129,11004383,Alexander Radwan,1964-08-30,männlich,CSU,Rechtsanwalt,222,Bad Tölz-Wolfratshausen – Miesbach,Direktwahl,
130,11004384,Alois Rainer,1965-01-07,männlich,CSU,Metzgermeister,230,Straubing,Direktwahl,
120,11004342,Andrea Lindholz,1970-09-25,weiblich,CSU,"Rechtsanwältin, Fachanwältin für Familienrecht",246,Aschaffenburg,Direktwahl,
34,11003706,Artur Auernhammer,1963-03-09,männlich,CSU,Landwirtschaftsmeister,240,Ansbach,Direktwahl,
541,11005533,Christian Moser,1989-11-14,männlich,CSU,"Jurist, Nebenerwerbslandwirt",213,Freising,Direktwahl,christianmoser.bsky.social
29,11003613,Daniela Raab,1975-07-07,weiblich,CSU,Juristin,221,Rosenheim,Direktwahl,
26,11003586,Dorothee Mantel,1978-04-19,weiblich,CSU,Diplom-Politologin,247,Bad Kissingen,Direktwahl,
119,11004339,Dr. Andreas Lenz,1981-04-23,männlich,CSU,Dipl.-Betriebswirt (FH),212,Erding – Ebersberg,Direktwahl,
151,11004440,Dr. Anja Weisgerber,1976-03-11,weiblich,CSU,Rechtsanwältin,249,Schweinfurt,Direktwahl,
449,11005441,Dr. Florian Dorn,1986-05-24,männlich,CSU,Volkswirt,255,Memmingen – Unterallgäu,Direktwahl,
452,11005444,Dr. Hülya Düber,1978-07-05,weiblich,CSU,Sozialreferentin / rechtskundige berufsmäßige Stadträtin,250,Würzburg,Direktwahl,
287,11005063,Dr. Jonas Geissler,1984-06-05,männlich,CSU,Regierungsrat a. D.,237,Coburg,Direktwahl,
518,11005510,Dr. Konrad Körner,1992-04-27,männlich,CSU,Rechtsanwalt,241,Erlangen,Direktwahl,
59,11004018,Dr. Reinhard Brandl,1977-08-01,männlich,CSU,Dipl.-Wirtschaftsingenieur,215,Ingolstadt,Direktwahl,
118,11004336,Dr. Silke Launert,1976-12-27,weiblich,CSU,Richterin am Landgericht a. D.,236,Bayreuth,Direktwahl,
220,11004853,Dr. Stephan Pilsinger,1987-02-17,männlich,CSU,Hausarzt,219,München-West/Mitte,Direktwahl,
141,11004414,Dr. Wolfgang Stefinger,1985-04-20,männlich,CSU,Betriebswirt,217,München-Ost,Direktwahl,
154,11004452,Emmi Zeulner,1987-03-27,weiblich,CSU,Examinierte Gesundheits-und Krankenpflegerin,239,Kulmbach,Direktwahl,
64,11004048,Florian Hahn,1974-03-14,männlich,CSU,MdB,220,München-Land,Direktwahl,
124,11004366,Florian Oßner,1980-07-05,männlich,CSU,MdB,227,Landshut,Direktwahl,
418,11005410,Günter Baumgartner,1975-04-24,männlich,CSU,Bankbetriebswirt,229,Rottal-Inn,Direktwahl,
515,11005507,Hans Koller,1971-07-15,männlich,CSU,"Landwirt, Gastwirt",228,Passau,Direktwahl,
97,11004264,Hansjörg Durz,1971-07-29,männlich,CSU,"Dipl.-Kaufmann, Bankkaufmann",252,Augsburg-Land,Direktwahl,
485,11005477,Heiko Hain,1982-03-26,männlich,CSU,Verwaltungsfachwirt,238,Hof,Direktwahl,
238,11004901,Katrin Staffler,1981-11-04,weiblich,CSU,Biochemikerin,214,Fürstenfeldbruck,Direktwahl,
284,11005052,Martina Englhardt-Kopf,1981-06-08,weiblich,CSU,Studiendirektorin a. D.,233,Schwandorf,Direktwahl,
398,11005261,Mechthilde Wittmann,1967-12-12,weiblich,CSU,Juristin,256,Oberallgäu,Direktwahl,
61,11004034,Michael Frieser,1964-03-30,männlich,CSU,Rechtsanwalt,244,Nürnberg-Süd,Direktwahl,
198,11004779,Michael Kießling,1973-05-29,männlich,CSU,Dipl.-Bauingenieur (FH),223,Starnberg – Landsberg am Lech,Direktwahl,
55,11004004,Peter Aumer,1976-04-17,männlich,CSU,,232,Regensburg,Direktwahl,
600,11005593,Prof. Dr. Hans Theiss,1977-09-20,männlich,CSU,Arzt,216,München-Nord,Direktwahl,hanstheiss.bsky.social
281,11005048,Ralph Edelhäußer,1973-03-22,männlich,CSU,"Bankkaufmann, Dipl.-Betriebswirt (FH)",245,Roth,Direktwahl,
612,11005605,Siegfried Walch,1984-04-08,männlich,CSU,"Kaufmann, Betriebswirt (HWK)",224,Traunstein,Direktwahl,siwmci.bsky.social
27,11003589,Stephan Mayer,1973-12-15,männlich,CSU,Rechtsanwalt,211,Altötting,Direktwahl,
86,11004169,Stephan Stracke,1974-04-01,männlich,CSU,Volljurist,257,Ostallgäu,Direktwahl,
301,11005085,Susanne Hierl,1973-09-29,weiblich,CSU,Rechtsanwältin,231,Amberg,Direktwahl,
179,11004709,Thomas Erndl,1974-07-22,männlich,CSU,Dipl.-Ing. (FH) Elektrotechnik / Mikroelektronik,226,Deggendorf,Direktwahl,
31,11003636,Thomas Silberhorn,1968-11-12,männlich,CSU,Rechtsanwalt,235,Bamberg,Direktwahl,
395,11005258,Tobias Winkler,1978-01-16,männlich,CSU,Abgeordneter,242,Fürth,Direktwahl,tobiderw.bsky.social
72,11004087,Ulrich Lange,1969-06-06,männlich,CSU,Rechtsanwalt,253,Donau-Ries,Direktwahl,
605,11005598,Aaron Valent,1997-03-14,männlich,DIE LINKE.,Ausbildung zum Rechtsanwaltsfachangestellten,250,Würzburg,Landesliste,
445,11005437,Agnes Conrad,1997-10-29,weiblich,DIE LINKE.,Konzernbetriebsratsreferentin,249,Schweinfurt,Landesliste,
624,11005617,Anne Zerr,1993-07-21,weiblich,DIE LINKE.,Gewerkschaftssekretärin,289,Reutlingen,Landesliste,
438,11005430,Anne-Mieke Bremer,1991-10-31,weiblich,DIE LINKE.,Sozialarbeiterin,40,Nienburg II – Schaumburg,Landesliste,koffeinpiratin.dielinkebt.de
295,11005073,Ates Gürpinar,1984-09-25,männlich,DIE LINKE.,,221,Rosenheim,Landesliste,atesguerpinar.dielinkebt.de
48,11003824,Bodo Ramelow,1956-02-16,männlich,DIE LINKE.,Kaufmann,192,Erfurt – Weimar – Weimarer Land II,Direktwahl,bodoramelow.bsky.social
513,11005505,Cansin Köktürk,1993-06-13,weiblich,DIE LINKE.,Sozialarbeiterin,139,Bochum I,Landesliste,
546,11005538,Cansu Özdemir,1988-09-08,weiblich,DIE LINKE.,,,,Landesliste,cansuyavuzer.bsky.social
73,11004088,Caren Lay,1972-12-11,weiblich,DIE LINKE.,Dipl.-Soziologin,155,Bautzen I,Landesliste,carenlay.bsky.social
498,11005490,Cem Ince,1993-12-09,männlich,DIE LINKE.,Elektroniker für Automatisierungstechnik,49,Salzgitter – Wolfenbüttel,Landesliste,cembeyinizm.bsky.social
542,11005534,Charlotte Antonia Neuhäuser,1998-11-25,weiblich,DIE LINKE.,Studentin,136,Paderborn,Landesliste,
290,11005067,Christian Görke,1962-03-17,männlich,DIE LINKE.,Lehrer für Sport und Geschichte,64,Cottbus – Spree-Neiße,Landesliste,christiangoerke.dielinkebt.de
618,11005611,Christin Willnat,1986-04-03,weiblich,DIE LINKE.,Übersetzerin und Integrationshelferin,60,BRB a.d.Havel– Potsdam-MittelmarkI –HVL III–Teltow-Fläming I,Landesliste,
403,11005289,Clara Bünger,1986-07-04,weiblich,DIE LINKE.,Volljuristin,159,Dresden II – Bautzen II,Landesliste,clarabuenger.bsky.social
576,11005568,David Schliesing,1983-01-26,männlich,DIE LINKE.,"Schauspieldramaturg, Audioredakteur",67,Börde – Salzlandkreis,Landesliste,
419,11005411,Desiree Becker,1994-01-27,weiblich,DIE LINKE.,Gewerkschaftssekretärin,172,Gießen,Landesliste,
608,11005601,Donata Vogtschmidt,1998-02-24,weiblich,DIE LINKE.,Staatswissenschaftlerin,188,Eichsfeld – Nordhausen – Kyffhäuserkreis,Landesliste,donatavogtschmidt.bsky.social
159,11004651,Doris Achelwilm,1976-11-30,weiblich,DIE LINKE.,Sprachwissenschaftlerin (M.A.),54,Bremen I,Landesliste,dorisachelwilm.bsky.social
7,11003034,Dr. Dietmar Bartsch,1958-03-31,männlich,DIE LINKE.,Wirtschaftswissenschaftler,14,Rostock – Landkreis Rostock II,Landesliste,
461,11005453,Dr. Fabian Fahl,1993-03-20,männlich,DIE LINKE.,Wissenschaftlicher Mitarbeiter,86,Aachen I,Landesliste,
0,11000756,Dr. Gregor Gysi,1948-01-16,männlich,DIE LINKE.,Rechtsanwalt,83,Berlin-Treptow-Köpenick,Direktwahl,
411,11005403,Dr. Michael Arndt,1964-03-18,männlich,DIE LINKE.,Arzt,299,Homburg,Landesliste,
582,11005575,Evelyn Schötz,1961-06-30,weiblich,DIE LINKE.,Altenpflegerin,245,Roth,Landesliste,
509,11005501,Ferat Koçak,1979-05-26,männlich,DIE LINKE.,Dipl.-Wirtschaftswissenschaftler,81,Berlin-Neukölln,Direktwahl,feratkocak.dielinkebt.de
602,11005595,Gerhard Trabert,1956-07-03,männlich,DIE LINKE.,,204,Mainz,Landesliste,
160,11004653,Gökay Akbulut,1982-11-16,weiblich,DIE LINKE.,Sozialwissenschaftlerin,275,Mannheim,Landesliste,goekayakbulut.bsky.social
357,11005186,Heidi Reichinnek,1988-04-19,weiblich,DIE LINKE.,pädagigische Mitarbeiterin in der Jugendhilfe,39,Stadt Osnabrück,Landesliste,heidireichinnek.dielinkebt.de
325,11005123,Ina Latendorf,1971-06-26,weiblich,DIE LINKE.,Juristin und Facharbeiterin für Pflanzenproduktion,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Landesliste,
587,11005580,Ines Schwerdtner,1989-08-26,weiblich,DIE LINKE.,"Journalistin, Publizistin",85,Berlin-Lichtenberg,Direktwahl,inesschwerdtner.bsky.social
606,11005599,Isabelle Vandre,1989-07-27,weiblich,DIE LINKE.,Politikwissenschaftlerin,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Landesliste,isavandre.bsky.social
54,11004001,Jan Aken,1961-05-01,männlich,DIE LINKE.,Biologe,,,Landesliste,janvanaken.dielinkebt.de
519,11005511,Jan Köstering,1997-10-22,männlich,DIE LINKE.,KFZ-Mechatroniker,98,Oberbergischer Kreis,Landesliste,jan-koestering.de
435,11005427,Janina Böttger,1982-04-04,weiblich,DIE LINKE.,Europäische Dipl.-Verwaltungsmanagerin,71,Halle,Landesliste,
397,11005260,Janine Wissler,1981-05-23,weiblich,DIE LINKE.,Dipl.-Politikwissenschaftlerin,181,Frankfurt am Main I,Landesliste,janinewissler.bsky.social
434,11005426,Jorrit Bosch,1997-09-08,männlich,DIE LINKE.,,,,Landesliste,jorritbosch.dielinkebt.de
590,11005583,Julia-Christina Stange,1978-04-25,weiblich,DIE LINKE.,Fachkinderkrankenschwester,205,Worms,Landesliste,
175,11004693,Jörg Cezanne,1958-06-08,männlich,DIE LINKE.,"Verbandsgeschäftsführer, Soziologe",183,Groß-Gerau,Landesliste,
474,11005466,Katalin Gennburg,1984-03-05,weiblich,DIE LINKE.,,84,Berlin-Marzahn-Hellersdorf,Landesliste,
472,11005464,Kathrin Gebel,1997-04-05,weiblich,DIE LINKE.,,128,Münster,Landesliste,
465,11005457,Katrin Fey,1967-12-07,weiblich,DIE LINKE.,Dipl.-Sozialpädagogin,147,Siegen-Wittgenstein,Landesliste,
562,11005554,Lea Reisner,1989-03-09,weiblich,DIE LINKE.,Gesundheits- und Krankenpflegerin,93,Köln II,Landesliste,leali.bsky.social
167,11004672,Lorenz Gösta Beutin,1978-07-18,männlich,DIE LINKE.,"Historiker, Angestellter",1,Flensburg – Schleswig,Landesliste,lgbeutin.bsky.social
547,11005539,Luigi Pantisano,1979-07-28,männlich,DIE LINKE.,"Stadtplaner, Architekt",258,Stuttgart I,Landesliste,luigipantisano.bsky.social
497,11005489,Luke Hoß,2001-09-03,männlich,DIE LINKE.,,228,Passau,Landesliste,luke-hoss.de
442,11005434,Maik Brückner,1992-06-16,männlich,DIE LINKE.,Mediengestalter,48,Hildesheim,Landesliste,maikbrueckner.bsky.social
458,11005450,Mandy Eißing,1976-08-31,weiblich,DIE LINKE.,Friseurin,194,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,Landesliste,
417,11005409,Marcel Bauer,1992-04-30,männlich,DIE LINKE.,Forstwirt,271,Karlsruhe-Stadt,Landesliste,emet-news-press.bsky.social
490,11005482,Mareike Hermeier,1989-08-17,weiblich,DIE LINKE.,Kauffrau im Großhandel,123,Steinfurt I – Borken I,Landesliste,
502,11005494,Maren Kaminski,1979-02-15,weiblich,DIE LINKE.,Gewerkschaftssekretärin,42,Stadt Hannover II,Landesliste,marenkaminski.dielinkebt.de
456,11005448,Mirze Edis,1972-01-01,männlich,DIE LINKE.,Betriebsratsmitglied,114,Duisburg I,Landesliste,
63,11004041,Nicole Gohlke,1975-11-15,weiblich,DIE LINKE.,Sozialwissenschaftlerin,219,München-West/Mitte,Landesliste,nicolegohlke.bsky.social
207,11004819,Pascal Meiser,1975-03-07,männlich,DIE LINKE.,Dipl.-Politikwissenschaftler,82,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,Direktwahl,pascalmeiser.bsky.social
538,11005530,Sahra Mirow,1984-01-10,weiblich,DIE LINKE.,wissenschaftliche Mitarbeiterin,274,Heidelberg,Landesliste,
610,11005603,Sarah Vollath,1995-12-26,weiblich,DIE LINKE.,Sozialarbeiterin (FH),215,Ingolstadt,Landesliste,
611,11005604,Sascha Wagner,1980-05-23,männlich,DIE LINKE.,Angestellter,116,Oberhausen – Wesel III,Landesliste,saschahwagner.bsky.social
526,11005518,Sonja Lemke,1991-11-22,weiblich,DIE LINKE.,Informatikerin,142,Dortmund II,Landesliste,sonjalemke.dielinkebt.de
535,11005527,Stella Merendino,1994-04-08,weiblich,DIE LINKE.,Gesundheits- und Krankenpflegerin,74,Berlin-Mitte,Landesliste,
218,11004848,Sören Pellmann,1977-02-11,männlich,DIE LINKE.,Grund- und Förderschullehrer,152,Leipzig II,Direktwahl,pellmann.dielinkebt.de
533,11005525,Tamara Mazzi,1992-01-13,weiblich,DIE LINKE.,Lehrerin,5,Kiel,Landesliste,tamaramazzi.dielinkebt.de
601,11005594,Ulrich Thoden,1973-05-16,männlich,DIE LINKE.,Lehrer am Berufskolleg,127,Steinfurt III,Landesliste,ulrichthoden.bsky.social
468,11005460,Uwe Foullong,1957-09-29,männlich,DIE LINKE.,Dipl.-Kaufmann,124,Bottrop – Recklinghausen III,Landesliste,
475,11005467,Vinzenz Glaser,1992-08-15,männlich,DIE LINKE.,Sozialarbeiter,281,Freiburg,Landesliste,vinzenzglaser.dielinkebt.de
429,11005421,Violetta Bock,1987-12-11,weiblich,DIE LINKE.,,167,Kassel,Landesliste,
570,11005562,Zada Salihović,2000-03-28,weiblich,DIE LINKE.,"Kauffrau für Büromanagement, Gewerkschaftsmitarbeiterin",,,Landesliste,zadasalihovic.dielinkebt.de
508,11005500,Sieghard Knodel,1961-02-13,männlich,Plos,"Betriebswirt, Landmaschinenmeister",,,Landesliste,
255,11005005,Adis Ahmetović,1993-07-27,männlich,SPD,Referent für Regierungsplanung in der Nds. Staatskanzelei,41,Stadt Hannover I,Direktwahl,
138,11004407,Andreas Schwarz,1965-03-03,männlich,SPD,Betriebswirt,235,Bamberg,Landesliste,schwarzmdb.bsky.social
10,11003162,Anette Kramme,1967-10-10,weiblich,SPD,"Rechtsanwältin, Fachanwältin für Arbeitsrecht",236,Bayreuth,Landesliste,
156,11004614,Angelika Glöckner,1962-02-05,weiblich,SPD,"Verwaltungsfachwirtin, Betriebswirtin",209,Pirmasens,Landesliste,
383,11005240,Anja Troff-Schaffarzyk,1969-10-01,weiblich,SPD,Dipl.-Pädagogin,25,Unterems,Landesliste,anjatroff.bsky.social
317,11005108,Annika Klose,1992-06-24,weiblich,SPD,Sozialwissenschaftlerin,74,Berlin-Mitte,Landesliste,anniklose.bsky.social
402,11005267,Armand Zorn,1988-07-18,männlich,SPD,Unternehmensberater,181,Frankfurt am Main I,Landesliste,
80,11004124,Aydan Özoğuz,1967-05-31,weiblich,SPD,"Wissenschaftliche Mitarbeiterin, Körber Stiftung",22,Hamburg-Wandsbek,Direktwahl,
133,11004392,Bernd Rützel,1968-10-02,männlich,SPD,Maschinenschlosser,248,Main-Spessart,Landesliste,
20,11003545,Bettina Hagedorn,1955-12-26,weiblich,SPD,Goldschmiedin,9,Ostholstein – Stormarn-Nord,Landesliste,
330,11005135,Bettina Lugk,1982-02-03,weiblich,SPD,"Geowissenschaftlerin, Verwaltungsfachwirtin",149,Märkischer Kreis II,Landesliste,
551,11005543,Boris Pistorius,1960-03-14,männlich,SPD,"Bundesminister, Jurist",42,Stadt Hannover II,Direktwahl,shinygengarfrog.bsky.social
56,11004006,Bärbel Bas,1968-05-03,weiblich,SPD,Personalmanagement-Ökonomin (VWA),114,Duisburg I,Direktwahl,handle.invalid
392,11005251,Carmen Wegge,1989-09-24,weiblich,SPD,Juristin,223,Starnberg – Landsberg am Lech,Landesliste,carmenwegge.bsky.social
12,11003218,Carsten Schneider,1976-01-23,männlich,SPD,Bankkaufmann,192,Erfurt – Weimar – Weimarer Land II,Landesliste,cqschneider.bsky.social
147,11004426,Carsten Träger,1973-10-25,männlich,SPD,"sebst. Werbeberater, Koordinator Kommunikation Sparkasse Fürth",242,Fürth,Landesliste,
370,11005208,Christoph Schmid,1976-07-08,männlich,SPD,"Politikwissenschaftler, Bürgermeister a. D.",253,Donau-Ries,Landesliste,
208,11004825,Claudia Moll,1968-12-15,weiblich,SPD,Examinierte Altenpflegerin,87,Aachen II,Landesliste,
137,11004401,Dagmar Schmidt,1973-03-13,weiblich,SPD,Historikerin,171,Lahn-Dill,Landesliste,dagmarschmidt.de
259,11005015,Daniel Baldy,1994-09-25,männlich,SPD,Lehrer,204,Mainz,Landesliste,daniel-baldy.bsky.social
424,11005416,Daniel Bettermann,1980-10-17,männlich,SPD,Angestellter im öffentlichen Dienst,167,Kassel,Direktwahl,
404,11005300,Daniel Rinkert,1987-12-11,männlich,SPD,Jurist,107,Neuss I,Landesliste,
613,11005606,Daniel Walter,1991-03-27,männlich,SPD,Referent / LL.M. European Law,89,Düren,Landesliste,daniewalter.bsky.social
568,11005560,Daniela Rump,1996-01-13,weiblich,SPD,Studentin der Rechtswissenschaften,48,Hildesheim,Direktwahl,
131,11004388,Dennis Rohde,1986-06-24,männlich,SPD,Rechtsanwalt,27,Oldenburg – Ammerland,Direktwahl,tomschroeder93.bsky.social
384,11005241,Derya Türk-Nachbaur,1973-04-10,weiblich,SPD,Versicherungsfachfrau,286,Schwarzwald-Baar,Landesliste,deryatuerknachbaur.bsky.social
149,11004433,Dirk Vöpel,1971-05-29,männlich,SPD,Selbstständiger Kaufmann,116,Oberhausen – Wesel III,Direktwahl,
153,11004444,Dirk Wiese,1983-07-11,männlich,SPD,Jurist,146,Hochsauerlandkreis,Landesliste,
35,11003710,Dr. Bärbel Kofler,1967-05-24,weiblich,SPD,"Bankkauffrau, Diplom-Informatikerin (FH), Sprachwissenschaftlerin",224,Traunstein,Landesliste,
389,11005247,Dr. Carolin Wagner,1982-10-01,weiblich,SPD,Referatsleiterin,232,Regensburg,Landesliste,
350,11005174,Dr. Christos Pantazis,1975-10-09,männlich,SPD,Arzt,50,Braunschweig,Direktwahl,
313,11005103,Dr. Franziska Kersten,1968-12-19,weiblich,SPD,Tierärztin,67,Börde – Salzlandkreis,Landesliste,
100,11004270,Dr. Johannes Fechner,1972-11-25,männlich,SPD,Rechtsanwalt,283,Emmendingen – Lahr,Landesliste,
375,11005221,Dr. Lina Seitzl,1989-06-03,weiblich,SPD,Politikwissenschaftlerin,287,Konstanz,Landesliste,
45,11003809,Dr. Matthias Miersch,1968-12-19,männlich,SPD,Rechtsanwalt,47,Hannover-Land II,Direktwahl,
228,11004876,Dr. Nils Schmid,1973-07-11,männlich,SPD,"Jurist, Minister a. D.",262,Nürtingen,Landesliste,
136,11004396,Dr. Nina Scheer,1971-09-11,weiblich,SPD,"Juristin, Politikwissenschaftlerin, Musikerin",10,Herzogtum Lauenburg – Stormarn-Süd,Landesliste,nina-scheer.de
566,11005558,Dr. Philipp Rottwilm,1984-08-28,männlich,SPD,"Dipl.-Kaufmann, Bürgermeister",169,Schwalm-Eder,Landesliste,
378,11005229,Dr. Ralf Stegner,1959-10-02,männlich,SPD,Politikwissenschaftler,7,Pinneberg,Landesliste,
28,11003599,Dr. Rolf Mützenich,1959-06-25,männlich,SPD,Dipl.-Politikwissenschaftler,94,Köln III,Landesliste,
331,11005137,Dr. Tanja Machalet,1974-05-01,weiblich,SPD,"Bankkauffrau, Dipl.-Volkswirtin",203,Montabaur,Landesliste,
362,11005194,Dr. Thorsten Rudolph,1974-03-15,männlich,SPD,Beamter,198,Koblenz,Landesliste,
180,11004710,Dr. Wiebke Esdar,1984-02-11,weiblich,SPD,Dipl.-Psychologin,131,Bielefeld – Gütersloh II,Direktwahl,
321,11005115,Dunja Kreiser,1971-06-27,weiblich,SPD,Abwassermeisterin,49,Salzgitter – Wolfenbüttel,Direktwahl,
195,11004771,Elisabeth Kaiser,1987-03-04,weiblich,SPD,Politik- und Verwaltungswissenschaftlerin,193,Gera – Greiz – Altenburger Land,Landesliste,elisabethkaiser.bsky.social
326,11005131,Esra Limbacher,1989-05-01,männlich,SPD,Volljurist,299,Homburg,Direktwahl,esralimbacher.bsky.social
178,11004701,Esther Dilcher,1965-09-18,weiblich,SPD,"Rechtsanwältin, Notarin",166,Waldeck,Landesliste,
278,11005044,Falko Droßmann,1973-12-11,männlich,SPD,Soldat,18,Hamburg-Mitte,Direktwahl,
277,11005043,Felix Döring,1991-02-23,männlich,SPD,Lehrer,172,Gießen,Landesliste,
113,11004317,Frank Junge,1967-05-05,männlich,SPD,Dipl.-Sportlehrer,13,Ludwigslust-Parchim II–Nordwestmecklenbg II–Landkr. RostockI,Landesliste,
49,11003846,Frank Schwabe,1970-11-12,männlich,SPD,,120,Recklinghausen I,Direktwahl,frankschwabe.bsky.social
297,11005077,Frauke Heiligenstadt,1966-03-24,weiblich,SPD,Dipl.-Verwaltungswirtin FH,52,Goslar – Northeim – Göttingen II,Direktwahl,fheiligenstadt.bsky.social
109,11004296,Gabriela Heinrich,1963-04-18,weiblich,SPD,Redakteurin,243,Nürnberg-Nord,Landesliste,tracingechoes.bsky.social
273,11005038,Hakan Demir,1984-11-16,männlich,SPD,,81,Berlin-Neukölln,Landesliste,justfener.bsky.social
406,11005314,Heike Heubach,1979-12-14,weiblich,SPD,Industriekauffrau,252,Augsburg-Land,Landesliste,
205,11004802,Helge Lindh,1976-12-06,männlich,SPD,,101,Wuppertal I,Direktwahl,helgelindh.bsky.social
315,11005105,Helmut Kleebank,1964-11-18,männlich,SPD,"Krankenpfleger, Lehrer, Bezirksbürgermeister i. R.",77,Berlin-Spandau – Charlottenburg Nord,Direktwahl,
432,11005424,Hendrik Bollmann,1982-09-10,männlich,SPD,Oberstudienrat,140,Herne – Bochum II,Direktwahl,
333,11005140,Holger Mann,1979-02-19,männlich,SPD,Politikwissenschaftler,151,Leipzig I,Landesliste,holgermietho.bsky.social
9,11003142,Hubertus Heil,1972-11-03,männlich,SPD,"Politikwissenschaftler, Bundesminister",45,Gifhorn – Peine,Direktwahl,
607,11005600,Ingo Vogel,1976-04-29,männlich,SPD,Polizeibeamter,118,Essen II,Direktwahl,
272,11005036,Isabel Cademartori Dujisin,1988-01-09,weiblich,SPD,Wirtschaftspädagogin,275,Mannheim,Landesliste,
249,11004949,Isabel Mackensen,1986-09-29,weiblich,SPD,Politikwissenschaftlerin,207,Neustadt – Speyer,Landesliste,
265,11005025,Jakob Blankenburg,1997-08-05,männlich,SPD,Politikwissenschaftler,37,Lüchow-Dannenberg – Lüneburg,Direktwahl,
275,11005041,Jan Dieren,1991-07-29,männlich,SPD,Rechtsanwalt,113,Krefeld II – Wesel II,Landesliste,jandieren.bsky.social
303,11005088,Jasmina Hostert,1982-12-03,weiblich,SPD,Politikwissenschaftlerin,260,Böblingen,Landesliste,
422,11005414,Jens Behrens,1978-06-12,männlich,SPD,Bankkaufmann,145,Soest,Landesliste,jpbgames.bsky.social
352,11005178,Jens Peick,1981-08-16,männlich,SPD,Dipl.-Verwaltungswirt (FH),141,Dortmund I,Direktwahl,jenspeick.bsky.social
134,11004393,Johann Saathoff,1967-12-09,männlich,SPD,Diplom-Verwaltungswirt (FH),24,Aurich – Emden,Direktwahl,johann-saathoff.bsky.social
231,11004881,Johannes Schraps,1983-08-17,männlich,SPD,Politikwissenschaftler,46,Hameln-Pyrmont – Holzminden,Direktwahl,johannesschraps.bsky.social
368,11005204,Johannes Schätzl,1993-06-10,männlich,SPD,Informatiker / Datenanlyse,228,Passau,Landesliste,johannesschaetzl.bsky.social
215,11004844,Josephine Ortleb,1986-11-25,weiblich,SPD,Fachwirtin in der Gastronomie,296,Saarbrücken,Direktwahl,josephine-ortleb.de
158,11004639,Jürgen Coße,1969-08-16,männlich,SPD,Arbeitsvermittler,127,Steinfurt III,Landesliste,juergencosse.bsky.social
338,11005153,Kathrin Michel,1963-04-17,weiblich,SPD,Industriekauffrau,155,Bautzen I,Landesliste,kthrn-mchl-spd.bsky.social
44,11003804,Katja Mast,1971-02-04,weiblich,SPD,"MdB, Bankkauffrau",279,Pforzheim,Landesliste,katjamast.bsky.social
15,11003440,Kerstin Griese,1966-12-06,weiblich,SPD,Historikerin,104,Mettmann II,Landesliste,
36,11003715,Lars Klingbeil,1978-02-23,männlich,SPD,Politikwissenschaftler,35,Rotenburg I – Heidekreis,Direktwahl,larsklingbeil.bsky.social
309,11005096,Macit Karaahmetoğlu,1968-07-11,männlich,SPD,"Rechtsanwalt, Fachanwalt für Urheber- und Medienrecht",265,Ludwigsburg,Landesliste,handle.invalid
125,11004368,Mahmut Özdemir,1987-06-23,männlich,SPD,Rechtsreferendar (beurlaubt),115,Duisburg II,Direktwahl,kobeyasi.bsky.social
