,id,full_name,birthdate,gender,faction,faction_start,faction_end,profession,district_number,district_name,mandate,potential_handle
293,11005069,Dr. Ingeborg Gräßle,1961-03-02,weiblich,CDU/CSU,2025-03-25,,Journalistin,269,Backnang – Schwäbisch Gmünd,Direktwahl,
75,11004100,Dr. Jan-Marco Luczak,1975-10-02,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,80,Berlin-Tempelhof-Schöneberg,Landesliste,
87,11004182,Dr. Johann Wadephul,1963-02-10,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,4,Rendsburg-Eckernförde,Direktwahl,
288,11005063,Dr. Jonas Geissler,1984-06-05,männlich,CDU/CSU,2025-03-25,,Regierungsrat a. D.,237,Coburg,Direktwahl,
596,11005587,Dr. Katja Strauss-Köster,1970-08-19,weiblich,CDU/CSU,2025-03-25,,"Bürgermeisterin (2009-2025), Dr.-Ing. Raumplanerin",138,Ennepe-Ruhr-Kreis II,Direktwahl,
395,11005257,Dr. Klaus Wiener,1962-08-21,männlich,CDU/CSU,2025-03-25,,Volkswirt,103,Mettmann I,Direktwahl,
520,11005510,Dr. Konrad Körner,1992-04-27,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,241,Erlangen,Direktwahl,
394,11005254,Dr. Maria-Lena Weiss,1981-04-04,weiblich,CDU/CSU,2025-03-25,,Rechtsanwältin,285,Rottweil – Tuttlingen,Direktwahl,
357,11005185,Dr. Markus Reichel,1968-07-15,männlich,CDU/CSU,2025-03-25,,"Dipl.-Mathematiker, Geschäftsführer",158,Dresden I,Landesliste,
271,11005033,Dr. Marlon Bröhr,1974-04-03,männlich,CDU/CSU,2025-03-25,,"Zahnarzt, Landrat a. D.",199,Mosel/Rhein-Hunsrück,Direktwahl,
355,11005182,Dr. Martin Plum,1982-02-26,männlich,CDU/CSU,2025-03-25,,Richter a. D.,110,Viersen,Direktwahl,
78,11004110,Dr. Mathias Middelberg,1964-12-14,männlich,CDU/CSU,2025-03-25,,Volljurist,39,Stadt Osnabrück,Direktwahl,
3,11002733,Dr. Michael Meister,1961-06-09,männlich,CDU/CSU,2025-03-25,,Dipl.-Mathematiker,187,Bergstraße,Direktwahl,
6,11002765,Dr. Norbert Röttgen,1965-07-02,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,97,Rhein-Sieg-Kreis II,Direktwahl,
387,11005244,Dr. Oliver Vogt,1977-07-15,männlich,CDU/CSU,2025-03-25,,"Dipl.-Physiker, Gymnasiallehrer",133,Minden-Lübbecke I,Direktwahl,
317,11005106,Dr. Ottilie Klein,1984-02-14,weiblich,CDU/CSU,2025-03-25,,Abteilungsdirektorin,81,Berlin-Neukölln,Landesliste,
59,11004018,Dr. Reinhard Brandl,1977-08-01,männlich,CDU/CSU,2025-03-25,,Dipl.-Wirtschaftsingenieur,215,Ingolstadt,Direktwahl,
251,11004954,Dr. Saskia Ludwig,1968-05-23,weiblich,CDU/CSU,2025-03-25,,Dipl.-Kauffrau,60,BRB a.d.Havel– Potsdam-MittelmarkI –HVL III–Teltow-Fläming I,Landesliste,
119,11004336,Dr. Silke Launert,1976-12-27,weiblich,CDU/CSU,2025-03-25,,Richterin am Landgericht a. D.,236,Bayreuth,Direktwahl,
518,11005508,Dr. Stefan Korbach,1958-03-16,männlich,CDU/CSU,2025-03-25,,Dipl.-Kaufmann,178,Wiesbaden,Direktwahl,
345,11005163,Dr. Stefan Nacke,1976-01-27,männlich,CDU/CSU,2025-03-25,,"Soziologe, Sozialethiker",128,Münster,Landesliste,
221,11004853,Dr. Stephan Pilsinger,1987-02-17,männlich,CDU/CSU,2025-03-25,,Hausarzt,219,München-West/Mitte,Direktwahl,
62,11004038,Dr. Thomas Gebhart,1971-12-20,männlich,CDU/CSU,2025-03-25,,"Magister (Politikwissenschaft, Betriebswirtschaftslehre)",210,Südpfalz,Direktwahl,
552,11005542,Dr. Thomas Pauls,1986-10-03,männlich,CDU/CSU,2025-03-25,,,176,Wetterau I,Direktwahl,
142,11004414,Dr. Wolfgang Stefinger,1985-04-20,männlich,CDU/CSU,2025-03-25,,Betriebswirt,217,München-Ost,Direktwahl,
272,11005035,Dr. Yannick Bury,1990-03-11,männlich,CDU/CSU,2025-03-25,,Volkswirt,283,Emmendingen – Lahr,Direktwahl,
51,11003865,Elisabeth Winkelmeier-Becker,1962-09-15,weiblich,CDU/CSU,2025-03-25,,Richterin,96,Rhein-Sieg-Kreis I,Direktwahl,
448,11005439,Ellen Demuth,1982-07-10,weiblich,CDU/CSU,2025-03-25,,Dipl.-Betriebswirtin (FH),196,Neuwied,Direktwahl,
155,11004452,Emmi Zeulner,1987-03-27,weiblich,CDU/CSU,2025-03-25,,Examinierte Gesundheits-und Krankenpflegerin,239,Kulmbach,Direktwahl,
292,11005068,Fabian Gramling,1987-04-05,männlich,CDU/CSU,2025-03-25,,Bundestagsabgeordneter,266,Neckar-Zaber,Direktwahl,
233,11004883,Felix Schreiner,1986-01-29,männlich,CDU/CSU,2025-03-25,,,288,Waldshut,Direktwahl,
426,11005417,Florian Bilic,1994-01-10,männlich,CDU/CSU,2025-03-25,,Hauptgeschäftsführer,209,Pirmasens,Direktwahl,
64,11004048,Florian Hahn,1974-03-14,männlich,CDU/CSU,2025-03-25,,MdB,220,München-Land,Direktwahl,
343,11005160,Florian Müller,1987-09-14,männlich,CDU/CSU,2025-03-25,,Strategiereferent,148,Olpe – Märkischer Kreis I,Direktwahl,florianmue.bsky.social
546,11005536,Florian Oest,1987-08-25,männlich,CDU/CSU,2025-03-25,,Jurist und Betriebswirt,156,Görlitz,Landesliste,
125,11004366,Florian Oßner,1980-07-05,männlich,CDU/CSU,2025-03-25,,MdB,227,Landshut,Direktwahl,
303,11005087,Franziska Hoppermann,1982-01-08,weiblich,CDU/CSU,2025-03-25,,"Senatsdirektorin, Dipl.-Kauffrau",22,Hamburg-Wandsbek,Landesliste,
437,11005428,Frederik Bouffier,1990-10-07,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,172,Gießen,Direktwahl,
4,11002735,Friedrich Merz,1955-11-11,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,146,Hochsauerlandkreis,Direktwahl,herzstattmerz.bsky.social
105,11004285,Fritz Güntzler,1966-05-06,männlich,CDU/CSU,2025-03-25,,"Wirtschaftsprüfer, Steuerberater",53,Göttingen I,Direktwahl,
484,11005475,Georg Günther,1988-05-14,männlich,CDU/CSU,2025-03-25,,Dipl.-Finanzwirt (FH),15,Vorpommern-Rügen – Vorpommern-Greifswald I,Landesliste,
17,11003514,Gitta Connemann,1964-05-10,weiblich,CDU/CSU,2025-03-25,,"Verkäuferin, Volljuristin",25,Unterems,Direktwahl,
22,11003573,Gunther Krichbaum,1964-05-04,männlich,CDU/CSU,2025-03-25,,Wirtschaftsjurist,279,Pforzheim,Direktwahl,
419,11005410,Günter Baumgartner,1975-04-24,männlich,CDU/CSU,2025-03-25,,Bankbetriebswirt,229,Rottal-Inn,Direktwahl,
517,11005507,Hans Koller,1971-07-15,männlich,CDU/CSU,2025-03-25,,"Landwirt, Gastwirt",228,Passau,Direktwahl,
97,11004264,Hansjörg Durz,1971-07-29,männlich,CDU/CSU,2025-03-25,,"Dipl.-Kaufmann, Bankkaufmann",252,Augsburg-Land,Direktwahl,
547,11005537,Harald Orthey,1968-06-25,männlich,CDU/CSU,2025-03-25,,Betriebswirt (VWA),203,Montabaur,Direktwahl,
486,11005477,Heiko Hain,1982-03-26,männlich,CDU/CSU,2025-03-25,,Verwaltungsfachwirt,238,Hof,Direktwahl,
47,11003821,Henning Otte,1968-10-27,männlich,CDU/CSU,2025-03-25,,,44,Celle – Uelzen,Direktwahl,
356,11005184,Henning Rehbaum,1973-09-10,männlich,CDU/CSU,2025-03-25,,Dipl.-Betriebswirt (FH),129,Warendorf,Direktwahl,
580,11005570,Henri Schmidt,1983-05-07,männlich,CDU/CSU,2025-03-25,,Geschäftsführer,10,Herzogtum Lauenburg – Stormarn-Süd,Direktwahl,henrismitch.bsky.social
99,11004269,Hermann Färber,1963-03-26,männlich,CDU/CSU,2025-03-25,,Landwirtschaftsmeister,263,Göppingen,Direktwahl,
122,11004352,Jan Metzler,1981-07-05,männlich,CDU/CSU,2025-03-25,,"Winzer, Dipl.-Betriebswirt (FH)",205,Worms,Direktwahl,
554,11005544,Jan-Wilhelm Pohlmann,1986-07-31,männlich,CDU/CSU,2025-03-25,,Politik- und Verwaltungswissenschaftlicher,166,Waldeck,Direktwahl,
204,11004800,Jens Lehmann,1967-12-19,männlich,CDU/CSU,2025-03-25,,Erzieher,151,Leipzig I,Landesliste,benniikl.bsky.social
32,11003638,Jens Spahn,1980-05-16,männlich,CDU/CSU,2025-03-25,,Bankkaufmann,123,Steinfurt I – Borken I,Direktwahl,gegenrechts.bsky.social
456,11005447,Joachim Ebmeyer,1985-01-30,männlich,CDU/CSU,2025-03-25,,Volkswirt,132,Herford – Minden-Lübbecke II,Direktwahl,
567,11005557,Johannes Rothenberger,1980-08-07,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,284,Offenburg,Direktwahl,
145,11004418,Johannes Steiniger,1987-06-18,männlich,CDU/CSU,2025-03-25,,"Gymnasiallehrer, MdB",207,Neustadt – Speyer,Direktwahl,
611,11005602,Johannes Volkmann,1996-12-11,männlich,CDU/CSU,2025-03-25,,"Volkswirt, Sinologe",171,Lahn-Dill,Direktwahl,
619,11005610,Johannes Wiegelmann,1993-02-02,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,174,Main-Kinzig – Wetterau II – Schotten,Direktwahl,
621,11005612,Johannes Winkel,1991-10-28,männlich,CDU/CSU,2025-03-25,,Volljurist,106,Düsseldorf II,Direktwahl,
217,11004845,Josef Oster,1971-01-04,männlich,CDU/CSU,2025-03-25,,"Dipl.-Verwaltungswirt (FH), Bürgermeister a. D.",198,Koblenz,Direktwahl,
21,11003566,Julia Klöckner,1972-12-16,weiblich,CDU/CSU,2025-03-25,,"Chefredakteurin, Bundesministerin a. D.",200,Kreuznach,Direktwahl,dorokloeckner.bsky.social
65,11004050,Jürgen Hardt,1963-05-30,männlich,CDU/CSU,2025-03-25,,Dipl.-Volkswirt,102,Solingen – Remscheid – Wuppertal II,Direktwahl,
153,11004443,Kai Whittaker,1985-04-10,männlich,CDU/CSU,2025-03-25,,Wirtschaftswissenschaftler M. Sc.,273,Rastatt,Direktwahl,
239,11004901,Katrin Staffler,1981-11-04,weiblich,CDU/CSU,2025-03-25,,Biochemikerin,214,Fürstenfeldbruck,Direktwahl,
129,11004382,Kerstin Radomski,1974-11-01,weiblich,CDU/CSU,2025-03-25,,Studienrätin,113,Krefeld II – Wesel II,Direktwahl,
243,11004924,Kerstin Vieregge,1976-09-06,weiblich,CDU/CSU,2025-03-25,,staatlich geprüfte Betriebswirtin,134,Lippe I,Direktwahl,
333,11005138,Klaus Mack,1973-04-28,männlich,CDU/CSU,2025-03-25,,"Dipl,-Verwaltungswirt (FH)",280,Calw,Direktwahl,
14,11003264,Klaus-Peter Willsch,1961-02-28,männlich,CDU/CSU,2025-03-25,,Dipl.-Volkswirt,177,Rheingau-Taunus – Limburg,Direktwahl,
255,11005002,Knut Abraham,1966-06-04,männlich,CDU/CSU,2025-03-25,,Diplomat,65,Elbe-Elster – Oberspreewald-Lausitz,Landesliste,
458,11005449,Lars Ehm,1976-04-09,männlich,CDU/CSU,2025-03-25,,Volljurist,121,Recklinghausen II,Direktwahl,
360,11005190,Lars Rohwer,1972-02-01,männlich,CDU/CSU,2025-03-25,,Bankkaufmann,159,Dresden II – Bautzen II,Landesliste,larsrohwer.bsky.social
431,11005422,Leif Erik Bodin,1996-06-20,männlich,CDU/CSU,2025-03-25,,Jurist,2,Nordfriesland – Dithmarschen Nord,Direktwahl,
524,11005514,Lukas Krieger,1987-11-11,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,79,Berlin-Charlottenburg-Wilmersdorf,Direktwahl,
440,11005431,Lutz Brinkmann,1975-12-27,männlich,CDU/CSU,2025-03-25,,selbstständiger Dipl.-Bauingenieur,38,Osnabrück-Land,Direktwahl,
169,11004673,Marc Biadacz,1979-09-03,männlich,CDU/CSU,2025-03-25,,Sozialwissenschaftler,260,Böblingen,Direktwahl,
190,11004744,Marc Henrichmann,1976-06-01,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,126,Coesfeld – Steinfurt II,Direktwahl,
400,11005263,Mareike Lotte Wulf,1979-11-15,weiblich,CDU/CSU,2025-03-25,,Verbandsgeschäftsführerin,46,Hameln-Pyrmont – Holzminden,Landesliste,
111,11004298,Mark Helfrich,1978-09-08,männlich,CDU/CSU,2025-03-25,,Betriebswirt,3,Steinburg – Dithmarschen Süd,Direktwahl,
117,11004331,Markus Koob,1977-12-05,männlich,CDU/CSU,2025-03-25,,,175,Hochtaunus,Direktwahl,
285,11005052,Martina Englhardt-Kopf,1981-06-08,weiblich,CDU/CSU,2025-03-25,,Studiendirektorin a. D.,233,Schwandorf,Direktwahl,
588,11005579,Marvin Schulz,1994-11-14,männlich,CDU/CSU,2025-03-25,,Angestellter,76,Berlin-Reinickendorf,Direktwahl,
109,11004292,Matthias Hauer,1977-12-18,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,119,Essen III,Direktwahl,matthiashauer.bsky.social
66,11004052,Mechthild Heil,1961-08-23,weiblich,CDU/CSU,2025-03-25,,Dipl.-Ing. Architektin,197,Ahrweiler,Direktwahl,
399,11005261,Mechthilde Wittmann,1967-12-12,weiblich,CDU/CSU,2025-03-25,,Juristin,256,Oberallgäu,Direktwahl,
167,11004670,Melanie Bernstein,1976-09-28,weiblich,CDU/CSU,2025-03-25,,Kulturwissenschaftlerin,8,Segeberg – Stormarn-Mitte,Direktwahl,
38,11003742,Michael Brand,1973-11-19,männlich,CDU/CSU,2025-03-25,,"Angestellter, Pressesprecher",173,Fulda,Direktwahl,molcher.bsky.social
95,11004262,Michael Donth,1967-06-08,männlich,CDU/CSU,2025-03-25,,Bürgermeister a. D.,289,Reutlingen,Direktwahl,
61,11004034,Michael Frieser,1964-03-30,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,244,Nürnberg-Süd,Direktwahl,
497,11005488,Michael Hose,1984-09-28,männlich,CDU/CSU,2025-03-25,,Schulleiter/ Gymnasiallehrer,192,Erfurt – Weimar – Weimarer Land II,Landesliste,mgsing66.bsky.social
199,11004779,Michael Kießling,1973-05-29,männlich,CDU/CSU,2025-03-25,,Dipl.-Bauingenieur (FH),223,Starnberg – Landsberg am Lech,Direktwahl,
504,11005495,Nicklas Kappe,1996-11-11,männlich,CDU/CSU,2025-03-25,,Chemieingenieur,124,Bottrop – Recklinghausen III,Direktwahl,
402,11005266,Nicolas Zippelius,1987-08-01,männlich,CDU/CSU,2025-03-25,,MdB,272,Karlsruhe-Land,Direktwahl,zippelius.bsky.social
151,11004437,Nina Warken,1979-05-15,weiblich,CDU/CSU,2025-03-25,,Rechtsanwältin,276,Odenwald – Tauber,Direktwahl,
591,11005582,Nora Seitz,1984-05-10,weiblich,CDU/CSU,2025-03-25,,Fleischermeisterin,161,Chemnitz,Landesliste,
162,11004655,Norbert Maria Altenkamp,1972-07-27,männlich,CDU/CSU,2025-03-25,,Dipl.-Volkswirt,180,Main-Taunus,Direktwahl,
19,11003544,Olav Gutting,1970-10-14,männlich,CDU/CSU,2025-03-25,,"Rechtsanwalt, Fachanwalt für Erbrecht",278,Bruchsal – Schwetzingen,Direktwahl,
555,11005545,Oliver Pöpsel,1973-04-06,männlich,CDU/CSU,2025-03-25,,Versicherungsfachmann,145,Soest,Direktwahl,
561,11005551,Pascal Reddig,1995-04-10,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,179,Hanau,Direktwahl,
24,11003582,Patricia Lips,1963-12-21,weiblich,CDU/CSU,2025-03-25,,Handelsfachwirtin,186,Odenwald,Direktwahl,
82,11004146,Patrick Schnieder,1968-05-01,männlich,CDU/CSU,2025-03-25,,Bürgermeister a. D.,201,Bitburg,Direktwahl,
248,11004938,Paul Ziemiak,1985-09-06,männlich,CDU/CSU,2025-03-25,,Generalsekretär der CDU NRW,149,Märkischer Kreis II,Direktwahl,
55,11004004,Peter Aumer,1976-04-17,männlich,CDU/CSU,2025-03-25,,,232,Regensburg,Direktwahl,
57,11004010,Peter Beyer,1970-12-25,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,104,Mettmann II,Direktwahl,
496,11005487,Philip M. A. Hoffmann,1988-11-21,männlich,CDU/CSU,2025-03-25,,Ökonom,297,Saarlouis,Direktwahl,
163,11004656,Philipp Amthor,1992-11-10,männlich,CDU/CSU,2025-03-25,,Jurist,16,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II ,Landesliste,
23,11003574,Prof. Dr. Günter Krings,1969-08-07,männlich,CDU/CSU,2025-03-25,,Jurist,108,Mönchengladbach,Direktwahl,
602,11005593,Prof. Dr. Hans Theiss,1977-09-20,männlich,CDU/CSU,2025-03-25,,Arzt,216,München-Nord,Direktwahl,hanstheiss.bsky.social
597,11005588,Prof. Dr. Hendrik Streeck,1977-08-07,männlich,CDU/CSU,2025-03-25,,Universitätsprofessor,95,Bonn,Direktwahl,
494,11005485,Prof. Dr. Matthias Hiller,1985-01-08,männlich,CDU/CSU,2025-03-25,,Steuerberater und Hochschullehrer,262,Nürtingen,Direktwahl,
60,11004021,Ralph Brinkhaus,1968-06-15,männlich,CDU/CSU,2025-03-25,,Steuerberater,130,Gütersloh I,Direktwahl,
282,11005048,Ralph Edelhäußer,1973-03-22,männlich,CDU/CSU,2025-03-25,,"Bankkaufmann, Dipl.-Betriebswirt (FH)",245,Roth,Direktwahl,
70,11004068,Roderich Kiesewetter,1963-09-11,männlich,CDU/CSU,2025-03-25,,Oberst a. D. / Diplom-Kaufmann (univ.),270,Aalen – Heidenheim,Direktwahl,rodki.bsky.social
601,11005592,Roland Theis,1980-03-17,männlich,CDU/CSU,2025-03-25,,Jurist,298,St. Wendel,Direktwahl,
158,11004617,Ronja Schmitt,1989-05-03,weiblich,CDU/CSU,2025-03-25,,Volkswirtin,291,Ulm,Direktwahl,
445,11005436,Sandra Carstensen,1971-10-02,weiblich,CDU/CSU,2025-03-25,,Juristin,6,Plön – Neumünster,Direktwahl,
422,11005413,Sascha Beek,1983-06-16,männlich,CDU/CSU,2025-03-25,,Gesundheits- und Krankenpfleger,112,Wesel I,Direktwahl,
581,11005571,Sebastian Schmidt,1993-08-08,männlich,CDU/CSU,2025-03-25,,"Bankkaufmann, staatl. geprüfter Betriebswirt",9,Ostholstein – Stormarn-Nord,Direktwahl,flippedmathe.bsky.social
144,11004417,Sebastian Steineke,1973-06-19,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,56,Prignitz – Ostprignitz-Ruppin – Havelland I,Landesliste,sebastiansteineke.bsky.social
213,11004832,Sepp Müller,1989-01-22,männlich,CDU/CSU,2025-03-25,,Dipl.-Bankbetriebswirt Frankfurt School of Finance and Management,70,Anhalt – Dessau – Wittenberg,Landesliste,
295,11005072,Serap Güler,1980-07-07,weiblich,CDU/CSU,2025-03-25,,Beamtin,92,Köln I,Landesliste,serapgueler.bsky.social
614,11005605,Siegfried Walch,1984-04-08,männlich,CDU/CSU,2025-03-25,,"Kaufmann, Betriebswirt (HWK)",224,Traunstein,Direktwahl,siwmci.bsky.social
173,11004681,Silvia Breher,1973-07-23,weiblich,CDU/CSU,2025-03-25,,Volljuristin,32,Cloppenburg – Vechta,Direktwahl,
269,11005030,Simone Borchardt,1967-09-11,weiblich,CDU/CSU,2025-03-25,,Gesundheitsökonomin,13,Ludwigslust-Parchim II–Nordwestmecklenbg II–Landkr. RostockI,Landesliste,
227,11004867,Stefan Rouenhoff,1978-12-23,männlich,CDU/CSU,2025-03-25,,,111,Kleve,Direktwahl,
58,11004011,Steffen Bilger,1979-02-16,männlich,CDU/CSU,2025-03-25,,Volljurist,265,Ludwigsburg,Direktwahl,
89,11004241,Stephan Albani,1968-06-03,männlich,CDU/CSU,2025-03-25,,Dipl.-Physiker,27,Oldenburg – Ammerland,Landesliste,
27,11003589,Stephan Mayer,1973-12-15,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,211,Altötting,Direktwahl,
86,11004169,Stephan Stracke,1974-04-01,männlich,CDU/CSU,2025-03-25,,Volljurist,257,Ostallgäu,Direktwahl,
302,11005085,Susanne Hierl,1973-09-29,weiblich,CDU/CSU,2025-03-25,,Rechtsanwältin,231,Amberg,Direktwahl,
37,11003734,Thomas Bareiß,1975-02-15,männlich,CDU/CSU,2025-03-25,,Dipl.-Betriebswirt,295,Zollernalb – Sigmaringen,Direktwahl,
180,11004709,Thomas Erndl,1974-07-22,männlich,CDU/CSU,2025-03-25,,Dipl.-Ing. (FH) Elektrotechnik / Mikroelektronik,226,Deggendorf,Direktwahl,
68,11004061,Thomas Jarzombek,1973-04-28,männlich,CDU/CSU,2025-03-25,,IT-Berater,105,Düsseldorf I,Direktwahl,
5,11002754,Thomas Rachel,1962-05-17,männlich,CDU/CSU,2025-03-25,,Politikwissenschaftler,89,Düren,Direktwahl,math-rachel.bsky.social
362,11005193,Thomas Röwekamp,1966-09-18,männlich,CDU/CSU,2025-03-25,,"Rechtsanwalt, Notar",54,Bremen I,Landesliste,
31,11003636,Thomas Silberhorn,1968-11-12,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,235,Bamberg,Direktwahl,
103,11004276,Thorsten Frei,1973-08-08,männlich,CDU/CSU,2025-03-25,,"Jurist, Oberbürgermeister a. D.",286,Schwarzwald-Baar,Direktwahl,judithhopkins132.bsky.social
415,11005406,Tijen Ataoğlu,1989-07-21,weiblich,CDU/CSU,2025-03-25,,Richterin am Landgericht,137,Hagen – Ennepe-Ruhr-Kreis I,Direktwahl,
324,11005118,Tilman Kuban,1987-05-26,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,47,Hannover-Land II,Landesliste,
140,11004409,Tino Sorge,1975-03-04,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,69,Magdeburg,Landesliste,tinosorge.bsky.social
396,11005258,Tobias Winkler,1978-01-16,männlich,CDU/CSU,2025-03-25,,Abgeordneter,242,Fürth,Direktwahl,tobiderw.bsky.social
72,11004087,Ulrich Lange,1969-06-06,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,253,Donau-Ries,Direktwahl,
102,11004271,Uwe Feiler,1965-11-02,männlich,CDU/CSU,2025-03-25,,Finanzwirt,58,Oberhavel – Havelland II,Landesliste,
629,11005620,Vanessa Zobel,1988-02-08,weiblich,CDU/CSU,2025-03-25,,Bankkauffrau,30,Stade I – Rotenburg II,Direktwahl,
598,11005589,Vivian Tauschwitz,1994-07-29,weiblich,CDU/CSU,2025-03-25,,Offizierin,35,Rotenburg I – Heidekreis,Landesliste,
337,11005146,Volker Mayer-Lay,1981-06-22,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,293,Bodensee,Direktwahl,
124,11004365,Wilfried Oellers,1975-09-16,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,88,Heinsberg,Direktwahl,
474,11005465,Wilhelm Gebhard,1976-06-15,männlich,CDU/CSU,2025-03-25,,Bürgermeister,168,Werra-Meißner – Hersfeld-Rotenburg,Direktwahl,
447,11005438,Wolfgang Dahler,1975-05-06,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,292,Biberach,Direktwahl,
256,11005005,Adis Ahmetović,1993-07-27,männlich,SPD,2025-03-25,,Referent für Regierungsplanung in der Nds. Staatskanzelei,41,Stadt Hannover I,Direktwahl,
139,11004407,Andreas Schwarz,1965-03-03,männlich,SPD,2025-03-25,,Betriebswirt,235,Bamberg,Landesliste,schwarzmdb.bsky.social
10,11003162,Anette Kramme,1967-10-10,weiblich,SPD,2025-03-25,,"Rechtsanwältin, Fachanwältin für Arbeitsrecht",236,Bayreuth,Landesliste,
157,11004614,Angelika Glöckner,1962-02-05,weiblich,SPD,2025-03-25,,"Verwaltungsfachwirtin, Betriebswirtin",209,Pirmasens,Landesliste,
384,11005240,Anja Troff-Schaffarzyk,1969-10-01,weiblich,SPD,2025-03-25,,Dipl.-Pädagogin,25,Unterems,Landesliste,anjatroff.bsky.social
318,11005108,Annika Klose,1992-06-24,weiblich,SPD,2025-03-25,,Sozialwissenschaftlerin,74,Berlin-Mitte,Landesliste,anniklose.bsky.social
403,11005267,Armand Zorn,1988-07-18,männlich,SPD,2025-03-25,,Unternehmensberater,181,Frankfurt am Main I,Landesliste,
80,11004124,Aydan Özoğuz,1967-05-31,weiblich,SPD,2025-03-25,,"Wissenschaftliche Mitarbeiterin, Körber Stiftung",22,Hamburg-Wandsbek,Direktwahl,
134,11004392,Bernd Rützel,1968-10-02,männlich,SPD,2025-03-25,,Maschinenschlosser,248,Main-Spessart,Landesliste,
20,11003545,Bettina Hagedorn,1955-12-26,weiblich,SPD,2025-03-25,,Goldschmiedin,9,Ostholstein – Stormarn-Nord,Landesliste,
331,11005135,Bettina Lugk,1982-02-03,weiblich,SPD,2025-03-25,,"Geowissenschaftlerin, Verwaltungsfachwirtin",149,Märkischer Kreis II,Landesliste,
553,11005543,Boris Pistorius,1960-03-14,männlich,SPD,2025-03-25,,"Bundesminister, Jurist",42,Stadt Hannover II,Direktwahl,shinygengarfrog.bsky.social
56,11004006,Bärbel Bas,1968-05-03,weiblich,SPD,2025-03-25,,Personalmanagement-Ökonomin (VWA),114,Duisburg I,Direktwahl,handle.invalid
393,11005251,Carmen Wegge,1989-09-24,weiblich,SPD,2025-03-25,,Juristin,223,Starnberg – Landsberg am Lech,Landesliste,carmenwegge.bsky.social
12,11003218,Carsten Schneider,1976-01-23,männlich,SPD,2025-03-25,,Bankkaufmann,192,Erfurt – Weimar – Weimarer Land II,Landesliste,cqschneider.bsky.social
148,11004426,Carsten Träger,1973-10-25,männlich,SPD,2025-03-25,,"sebst. Werbeberater, Koordinator Kommunikation Sparkasse Fürth",242,Fürth,Landesliste,
371,11005208,Christoph Schmid,1976-07-08,männlich,SPD,2025-03-25,,"Politikwissenschaftler, Bürgermeister a. D.",253,Donau-Ries,Landesliste,
209,11004825,Claudia Moll,1968-12-15,weiblich,SPD,2025-03-25,,Examinierte Altenpflegerin,87,Aachen II,Landesliste,
138,11004401,Dagmar Schmidt,1973-03-13,weiblich,SPD,2025-03-25,,Historikerin,171,Lahn-Dill,Landesliste,dagmarschmidt.de
260,11005015,Daniel Baldy,1994-09-25,männlich,SPD,2025-03-25,,Lehrer,204,Mainz,Landesliste,daniel-baldy.bsky.social
425,11005416,Daniel Bettermann,1980-10-17,männlich,SPD,2025-03-25,,Angestellter im öffentlichen Dienst,167,Kassel,Direktwahl,
405,11005300,Daniel Rinkert,1987-12-11,männlich,SPD,2025-03-25,,Jurist,107,Neuss I,Landesliste,
615,11005606,Daniel Walter,1991-03-27,männlich,SPD,2025-03-25,,Referent / LL.M. European Law,89,Düren,Landesliste,daniewalter.bsky.social
570,11005560,Daniela Rump,1996-01-13,weiblich,SPD,2025-03-25,,Studentin der Rechtswissenschaften,48,Hildesheim,Direktwahl,
132,11004388,Dennis Rohde,1986-06-24,männlich,SPD,2025-03-25,,Rechtsanwalt,27,Oldenburg – Ammerland,Direktwahl,tomschroeder93.bsky.social
385,11005241,Derya Türk-Nachbaur,1973-04-10,weiblich,SPD,2025-03-25,,Versicherungsfachfrau,286,Schwarzwald-Baar,Landesliste,deryatuerknachbaur.bsky.social
150,11004433,Dirk Vöpel,1971-05-29,männlich,SPD,2025-03-25,,Selbstständiger Kaufmann,116,Oberhausen – Wesel III,Direktwahl,
154,11004444,Dirk Wiese,1983-07-11,männlich,SPD,2025-03-25,,Jurist,146,Hochsauerlandkreis,Landesliste,
